label_x,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes_x,u_feedLifeCycle_x,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label_y,cillabel,pro
0,5,2,18,175,2,16,5,19,260,1570,8,54,4,17,10,17,13,17,4,0,219,0,0,13,19,487,10,3,0,-1,-1,0
0,6,4,33,319,3,16,2,11,346,2117,8,59,8,11,15,17,13,17,8,0,65,0,0,13,19,565,3,1,0,-1,-1,0
0,3,2,30,343,5,34,7,20,322,1815,8,54,6,17,13,17,13,17,6,0,65,2,9,13,19,293,10,1,0,-1,-1,0
0,5,2,20,380,2,16,5,19,124,2117,8,17,6,11,10,11,13,17,6,0,78,0,9,11,19,1243,7,1,1,-1,-1,0
0,3,2,20,372,5,34,6,20,328,1505,8,47,8,11,15,17,10,11,8,0,168,0,0,13,19,519,19,1,0,-1,-1,0
0,5,2,20,120,4,16,5,19,124,1570,8,47,4,17,10,17,11,17,4,2749,171,0,0,11,19,1243,11,1,0,-1,-1,0
0,5,2,45,147,2,32,6,19,203,1744,8,38,4,11,15,11,11,16,4,0,112,0,0,13,19,160,10,1,0,-1,-1,0
0,3,4,33,343,5,30,3,25,344,1539,8,31,8,17,11,17,14,17,8,879,94,0,3,13,19,822,11,1,0,-1,-1,0
0,6,2,11,292,2,27,2,28,203,1634,8,38,0,16,15,16,15,16,0,0,173,0,9,11,19,160,7,1,1,1,-1,0
0,8,2,18,330,2,16,5,19,124,2117,8,17,3,11,10,11,13,17,4,0,108,6,9,13,19,1243,15,1,0,1,-1,0
0,3,2,20,343,4,16,5,11,202,1656,8,38,3,11,10,11,13,11,3,0,114,7,9,11,19,842,7,1,1,-1,-1,0
0,5,2,33,343,5,16,3,20,346,2117,8,59,9,11,10,17,13,11,9,0,112,0,9,11,19,565,7,1,1,-1,-1,0
0,2,2,27,179,5,34,8,19,203,2117,8,47,0,16,15,16,15,16,0,0,123,0,0,13,19,160,9,1,0,-1,-1,0
0,8,2,11,118,2,16,5,19,124,2117,8,40,3,16,15,16,15,16,0,0,50,9,9,13,19,1243,1,1,0,-1,-1,0
0,7,2,29,307,2,34,6,20,217,2401,8,62,3,11,15,11,13,11,0,0,173,4,9,11,19,1347,7,1,1,1,-1,60
0,3,2,26,239,4,16,5,11,188,2401,8,54,6,11,10,11,13,11,6,0,98,0,7,13,19,298,9,2,0,-1,-1,0
0,2,2,45,212,2,16,6,19,124,2117,8,57,9,16,15,16,11,16,9,0,98,0,0,13,19,1243,5,2,0,-1,-1,0
0,8,2,21,434,2,32,6,20,229,2117,8,21,3,15,16,11,13,15,3,0,50,1,9,13,19,998,10,1,0,1,-1,60
0,8,2,21,179,5,16,7,19,138,2117,8,18,0,16,15,16,16,16,0,0,123,0,0,13,19,564,3,1,0,-1,-1,0
0,7,2,16,399,2,16,5,20,188,2117,8,17,6,11,10,11,13,11,6,0,98,0,7,13,19,1243,7,1,1,-1,-1,0
0,5,2,20,424,5,16,5,20,202,2117,8,26,7,11,10,17,13,11,7,0,168,0,0,11,19,842,7,1,1,-1,-1,0
0,8,2,20,115,5,34,4,31,339,2401,8,62,3,11,16,11,13,11,3,0,86,4,9,13,19,966,11,1,0,-1,-1,0
0,8,2,26,341,2,16,8,11,183,2117,8,21,5,11,10,11,13,11,5,2749,88,6,5,13,19,705,7,5,0,-1,-1,0
0,8,2,32,177,4,34,7,20,246,2401,8,12,6,11,10,17,13,11,6,0,114,7,9,11,19,1445,7,1,0,1,-1,100
0,3,2,32,179,5,32,6,23,126,2401,8,17,3,11,10,17,10,11,0,0,86,9,9,11,19,735,10,1,0,-1,-1,0
0,8,2,45,352,2,34,7,20,183,2117,8,38,7,11,10,11,13,11,7,0,39,0,0,13,19,705,2,3,0,-1,-1,0
0,5,2,18,156,2,32,6,20,345,2482,8,38,3,16,15,16,15,16,3,0,104,9,9,11,19,757,13,1,1,-1,-1,0
0,4,2,45,220,5,32,6,19,124,2117,8,47,0,16,15,16,15,16,0,879,96,0,0,13,2,1243,12,2,0,-1,-1,0
0,5,2,20,343,5,16,5,20,183,2117,8,54,7,11,10,11,13,11,7,0,171,0,0,13,19,705,7,1,1,-1,-1,0
0,7,2,46,433,2,16,5,19,124,1570,8,47,0,16,15,16,15,16,0,0,173,0,0,13,19,1243,7,1,0,-1,-1,0
0,3,2,29,110,4,17,2,30,328,1603,8,47,0,17,10,17,10,15,4,0,112,0,6,11,19,519,7,1,1,-1,-1,0
0,8,2,26,207,4,16,5,20,124,2117,8,54,6,11,10,17,13,17,6,0,109,8,9,11,19,1243,14,1,0,-1,-1,0
0,7,2,32,424,5,34,7,19,124,2117,8,47,0,16,15,16,15,16,0,0,112,0,3,13,19,1243,5,5,0,-1,-1,0
0,4,2,25,205,2,16,6,20,229,2117,8,63,5,11,16,17,14,17,5,2859,112,0,0,11,19,998,6,1,1,-1,-1,0
0,7,2,45,249,4,12,6,19,203,1744,8,47,0,16,15,16,11,16,0,0,112,0,7,11,19,160,7,1,1,-1,-1,0
0,5,2,32,108,2,34,7,19,322,2117,8,28,6,11,15,17,15,17,6,0,65,9,9,11,19,293,5,2,0,-1,-1,0
0,8,2,32,263,4,16,3,20,183,2117,8,32,7,11,10,17,13,11,6,1705,78,0,2,13,19,705,7,1,0,-1,-1,0
0,3,2,21,212,4,34,7,20,322,1815,8,53,8,11,13,17,13,17,8,0,153,0,0,13,3,293,5,2,0,-1,-1,0
0,3,4,33,319,3,27,2,11,344,2117,8,58,9,17,16,17,14,17,9,0,112,0,0,11,19,822,7,1,1,1,-1,0
0,7,2,16,120,4,16,5,19,124,1570,8,40,0,17,10,17,11,17,5,0,112,0,7,13,19,1243,7,1,0,-1,-1,0
0,3,2,20,297,5,32,6,32,188,2401,8,22,7,11,10,11,13,11,7,0,98,8,9,11,19,298,7,1,1,-1,-1,0
0,7,2,18,330,2,16,5,19,124,1570,8,40,7,11,10,11,11,17,7,0,78,0,7,11,19,1243,7,1,1,-1,-1,0
0,7,2,17,343,5,16,5,20,202,2117,8,54,9,11,10,17,13,11,9,0,219,0,1,13,19,842,7,1,1,-1,-1,0
0,6,4,33,319,3,27,2,11,246,2401,8,68,9,11,10,17,13,11,8,0,181,6,6,13,19,1445,9,1,0,-1,-1,0
0,5,2,17,380,2,16,5,20,202,2117,8,38,9,11,10,11,13,11,9,0,98,0,0,11,11,842,14,1,0,-1,-1,0
0,5,2,18,342,2,16,5,20,153,1570,8,38,3,11,16,17,13,17,3,0,98,0,9,11,19,1444,7,1,1,-1,-1,0
0,3,2,33,319,3,34,7,20,246,1505,8,17,9,11,16,17,13,11,9,0,168,0,0,11,19,1445,7,1,1,-1,-1,0
0,5,2,26,245,2,16,5,19,137,2117,8,38,3,16,10,16,13,16,3,0,78,9,9,11,19,928,18,1,0,-1,-1,0
0,8,2,17,343,5,16,5,20,202,2401,8,26,3,11,10,11,13,11,3,777,199,0,1,13,19,842,5,2,0,-1,-1,0
0,5,2,45,371,4,32,6,19,260,1744,8,40,0,16,15,16,15,16,0,2388,16,1,7,13,19,487,2,6,0,-1,-1,0
0,3,2,16,110,4,17,6,19,328,1505,8,36,6,17,13,17,10,17,5,0,112,3,3,13,19,519,7,1,0,-1,-1,0
0,3,2,20,328,5,17,4,30,328,2401,8,54,8,11,16,17,13,11,6,0,21,8,9,13,19,519,19,1,0,-1,-1,60
0,8,2,20,106,4,16,5,20,202,2117,8,54,3,17,10,17,13,17,4,0,86,9,9,13,19,842,9,1,0,-1,-1,0
0,5,2,21,424,5,34,7,19,166,1570,8,12,0,16,15,16,15,16,0,0,38,0,4,13,19,197,2,5,0,-1,-1,0
0,5,2,17,282,5,32,7,19,166,2117,8,38,0,16,15,16,15,16,0,0,16,6,9,13,19,197,2,4,0,-1,-1,0
0,3,2,20,203,5,32,6,19,190,2482,8,40,0,11,10,11,11,11,0,0,78,8,9,10,19,945,7,1,1,-1,-1,0
0,5,2,20,276,2,34,7,19,124,1570,8,38,0,16,15,16,15,16,0,0,140,8,9,11,19,1243,7,1,1,-1,-1,0
0,5,2,34,237,2,16,7,20,322,1570,8,12,9,11,10,17,13,11,9,0,112,0,0,11,11,293,7,1,1,-1,-1,0
0,3,2,30,343,5,16,5,20,202,2117,8,26,9,11,10,17,13,17,8,0,98,8,9,10,19,842,7,1,1,-1,-1,0
0,2,2,33,319,3,27,2,11,117,2117,8,13,4,17,10,17,13,17,4,0,171,0,0,13,19,14,3,1,0,-1,-1,0
0,7,2,13,205,2,16,6,32,188,2117,8,67,9,11,10,11,13,11,9,0,143,0,0,13,19,298,16,1,0,-1,-1,0
0,5,2,18,192,2,16,5,19,124,1570,8,47,0,16,15,16,15,16,0,0,199,0,0,13,19,1243,4,2,0,-1,-1,0
0,7,2,41,372,5,16,2,20,117,1570,8,59,9,11,10,17,13,11,9,0,96,0,0,13,19,14,7,2,0,-1,-1,0
0,8,2,46,354,2,16,7,20,191,2231,8,53,3,11,10,17,13,17,3,2859,173,0,0,11,19,1278,9,1,0,1,-1,60
0,5,2,20,249,2,16,5,20,202,2117,8,54,3,11,10,17,13,17,3,215,86,0,0,13,19,842,18,1,0,-1,-1,0
0,5,2,20,108,2,34,7,19,322,1570,8,38,5,15,15,15,11,17,5,0,78,7,9,13,19,293,11,1,0,-1,-1,0
0,7,2,13,318,2,32,6,20,245,2117,8,21,9,11,16,17,14,17,8,0,143,0,0,11,19,978,13,1,0,-1,-1,0
0,5,2,17,343,5,16,5,20,304,1570,8,54,9,11,10,17,13,11,9,0,78,0,1,11,19,705,7,1,1,-1,-1,0
0,7,2,20,372,4,16,5,11,202,2117,8,69,8,11,10,17,13,17,8,0,168,0,0,13,19,842,3,1,0,-1,-1,0
0,7,2,16,304,2,32,6,19,124,2117,8,47,0,16,15,16,15,16,0,0,112,0,0,13,19,1243,2,9,0,-1,-1,0
0,3,2,32,179,5,17,4,12,246,2231,8,28,5,17,10,17,13,17,5,0,86,4,6,13,19,1445,10,1,0,-1,-1,0
0,7,2,45,424,5,16,5,20,202,2401,8,53,9,11,10,17,13,11,9,0,134,0,0,13,19,990,5,6,0,-1,-1,0
0,7,2,29,290,2,12,8,19,124,2117,8,67,3,16,15,16,15,16,3,0,53,9,9,11,19,1243,7,1,1,-1,-1,0
0,5,2,16,313,4,32,6,19,203,2117,8,38,0,16,15,16,16,16,0,0,80,0,0,13,1,160,2,4,0,-1,-1,0
0,3,2,21,125,3,34,7,19,153,2541,8,58,3,15,15,11,15,15,0,0,17,9,9,11,19,1444,7,1,1,1,-1,80
0,3,2,45,231,2,16,5,11,164,2117,8,58,3,15,10,15,15,11,0,411,108,0,0,13,3,619,2,26,0,-1,-1,0
0,8,2,20,106,2,34,7,20,322,1570,8,38,6,11,13,11,13,11,7,0,219,3,4,13,19,293,10,2,0,-1,-1,0
0,5,2,21,278,5,16,7,20,304,2401,5,53,7,17,10,17,13,17,5,0,78,0,9,11,19,585,7,1,1,-1,-1,0
0,5,2,20,372,5,34,7,19,260,2117,8,40,0,16,15,16,15,16,0,0,78,2,9,10,19,487,7,1,1,-1,-1,0
0,5,2,17,343,5,16,5,20,124,1570,8,38,6,11,10,11,13,11,6,0,0,0,0,11,19,1243,9,4,0,-1,-1,0
0,2,2,33,319,3,16,8,32,183,2401,8,54,7,11,10,17,13,11,7,0,65,0,5,13,19,705,2,2,0,-1,-1,0
0,5,2,18,322,2,16,5,19,124,1570,8,47,0,16,10,16,11,16,0,0,171,0,2,11,19,1243,7,1,0,-1,-1,0
0,3,2,32,215,4,34,7,19,322,2117,8,54,4,17,13,17,13,17,4,0,21,2,9,13,19,293,10,1,0,-1,-1,0
0,5,2,18,158,2,34,7,30,328,1505,8,38,3,11,15,11,10,11,3,0,98,9,9,11,11,519,7,1,1,-1,-1,0
0,9,2,41,411,2,34,7,20,229,1505,8,67,9,11,15,17,13,17,9,0,78,2,9,10,19,998,7,1,1,-1,-1,0
0,7,2,17,343,5,16,5,20,183,2117,8,54,7,11,10,11,13,11,7,0,112,0,0,13,19,705,7,1,1,-1,-1,0
0,7,2,25,150,2,16,5,20,137,2231,8,54,3,11,10,17,13,11,3,0,86,9,9,11,19,928,9,1,0,1,-1,0
0,6,4,33,319,3,27,2,11,153,2541,8,38,6,17,10,17,14,17,6,0,36,0,3,13,19,1444,2,2,0,-1,-1,0
0,5,2,20,310,2,16,5,20,183,1570,8,38,9,11,15,11,13,11,9,337,78,0,7,11,11,705,7,1,1,-1,-1,0
0,8,2,21,412,4,16,3,20,183,2117,8,17,7,11,10,17,13,11,7,0,78,0,9,10,19,705,7,1,1,-1,-1,0
0,7,2,20,297,4,32,7,19,260,2117,8,40,4,17,15,17,11,11,4,0,112,0,7,11,19,487,7,1,1,-1,-1,0
0,8,4,33,343,3,16,5,20,225,2117,8,53,8,11,10,17,13,11,6,0,96,0,0,13,19,407,2,12,0,-1,-1,0
0,6,4,33,319,3,27,2,11,263,2117,8,59,9,17,14,17,13,17,9,0,94,0,9,11,19,736,7,1,1,-1,-1,0
0,3,4,41,405,2,16,5,11,188,2401,8,54,5,11,10,11,13,11,5,0,56,4,1,13,19,298,10,3,0,-1,-1,0
0,8,2,21,245,2,16,5,20,137,2117,8,54,3,16,10,16,13,16,0,0,219,2,9,11,19,928,6,1,1,-1,-1,0
0,3,2,41,207,2,16,5,11,202,2117,8,12,3,11,10,17,13,11,3,0,112,0,9,11,19,842,7,1,1,-1,-1,0
0,7,2,32,391,2,34,7,20,322,1570,8,38,9,11,15,17,13,11,9,0,78,0,4,11,11,293,7,1,1,-1,-1,0
0,7,2,20,371,4,32,7,19,124,2117,8,38,8,17,15,17,11,17,8,0,15,0,0,13,19,1243,18,1,0,-1,-1,0
0,3,2,20,372,5,16,5,11,176,2117,8,37,6,11,10,17,13,11,6,0,98,0,0,13,19,739,9,1,0,-1,-1,0
0,3,2,33,343,3,17,4,20,329,1536,8,25,5,11,16,11,13,11,2,0,39,1,9,13,19,897,2,2,0,-1,-1,0
0,7,2,20,170,5,32,6,19,124,2117,8,38,0,11,15,11,11,11,0,0,112,2,9,11,19,1243,7,1,1,-1,-1,0
0,6,4,31,348,2,16,2,11,248,2117,8,32,3,15,10,15,14,15,3,0,109,9,9,13,19,73,19,1,0,1,-1,0
0,3,2,20,179,5,28,4,11,299,2001,8,67,3,15,10,15,13,15,3,0,39,0,9,11,19,784,2,3,0,-1,-1,0
0,3,2,16,308,2,16,5,19,124,2541,8,38,0,15,10,15,11,12,1,0,112,0,0,11,19,1243,8,1,0,-1,-1,0
0,7,2,20,162,5,34,7,20,228,1505,8,17,2,11,15,17,13,17,2,0,65,9,9,11,19,369,10,2,0,-1,-1,0
0,3,2,45,372,5,16,5,19,124,2117,8,44,9,11,10,17,11,17,9,0,112,0,0,13,19,1243,2,14,0,-1,-1,0
0,2,2,13,165,2,16,5,20,202,2117,5,53,3,11,10,17,13,17,3,0,17,1,9,11,19,842,7,1,1,1,-1,100
0,7,2,26,380,2,16,5,20,153,1570,8,12,6,11,10,17,13,17,6,0,177,5,7,13,19,1444,10,2,0,-1,-1,0
0,3,4,33,319,3,16,5,11,164,2117,8,47,7,17,10,17,13,17,6,0,16,1,6,13,19,619,5,3,0,-1,-1,0
0,4,2,26,275,4,17,4,19,299,2117,8,17,0,16,15,16,16,16,0,0,27,0,2,11,19,784,13,1,0,-1,-1,0
0,3,2,41,328,5,32,6,19,245,1744,8,38,9,11,15,17,11,17,9,0,86,2,6,13,19,978,10,1,0,-1,-1,0
0,2,2,41,277,2,34,7,19,260,2117,8,67,9,17,15,17,11,17,8,0,98,0,2,11,19,487,7,1,1,-1,-1,0
0,8,2,18,352,2,11,8,11,246,2117,8,21,7,11,10,11,13,11,7,0,171,0,0,13,19,1445,2,3,0,-1,-1,0
0,3,2,16,306,2,17,2,19,328,1505,8,38,9,11,15,17,10,17,9,0,45,0,0,13,19,519,10,14,0,-1,-1,0
0,5,2,42,401,2,34,7,20,229,2117,8,38,8,11,15,11,13,11,8,0,78,0,7,11,11,998,6,1,1,-1,-1,0
0,6,4,33,319,3,27,8,11,183,2117,8,21,7,11,10,17,13,11,6,1718,109,0,9,11,19,705,7,1,1,-1,-1,0
0,3,4,16,341,2,16,5,19,124,2117,8,47,5,17,10,17,11,17,5,0,112,0,0,13,19,1243,18,1,0,-1,-1,0
0,7,2,45,308,2,16,5,20,229,2401,8,65,6,11,10,17,13,11,6,0,108,0,0,13,19,998,9,1,0,1,-1,0
0,9,2,32,108,2,34,7,20,153,2401,8,21,8,11,13,17,13,17,8,0,78,0,9,10,19,1444,7,1,1,1,-1,100
0,6,4,33,319,3,16,5,19,124,2117,8,38,8,17,10,17,11,17,8,0,95,0,6,13,19,1243,16,1,0,-1,-1,0
0,6,4,33,343,3,16,2,11,202,2117,8,50,3,17,10,17,13,17,3,0,168,0,0,13,19,842,7,1,1,-1,-1,0
0,3,2,39,319,5,16,6,32,188,2401,8,54,7,11,10,17,13,11,7,0,219,3,9,13,19,298,16,1,0,-1,-1,0
0,5,2,45,155,2,34,7,19,322,1570,8,38,6,11,15,17,13,17,7,0,78,0,7,11,19,293,6,1,1,-1,-1,0
0,7,2,24,343,5,16,5,19,124,2117,8,47,5,17,10,16,11,16,0,0,168,0,0,13,11,1243,10,1,0,-1,-1,0
0,7,2,34,417,2,16,7,20,246,1570,8,17,9,11,10,17,13,11,9,0,219,0,0,13,19,1445,16,1,0,-1,-1,0
0,7,2,21,212,5,16,5,20,153,1570,5,53,9,11,16,17,13,17,9,0,29,0,1,13,19,1444,19,1,0,-1,-1,0
0,8,2,39,343,5,32,4,20,203,2117,8,38,3,16,15,16,17,16,0,0,50,9,9,11,19,160,19,1,0,1,-1,60
0,5,2,42,355,2,16,5,19,124,1570,8,47,7,17,10,17,11,17,7,0,171,0,0,13,19,1243,7,1,0,-1,-1,0
0,5,2,20,380,4,16,5,19,124,1570,8,38,6,11,10,17,11,17,6,0,78,8,9,11,19,1243,7,1,1,-1,-1,0
0,3,2,16,313,2,32,6,19,260,1704,8,40,6,14,13,14,11,14,6,0,173,9,9,11,19,978,14,1,0,-1,-1,0
0,7,2,21,272,4,34,7,19,260,2117,8,47,0,16,15,16,16,16,0,0,112,0,0,13,1,487,7,2,0,-1,-1,0
0,3,2,20,424,5,32,6,19,141,2117,8,40,3,16,15,16,17,16,3,2705,78,8,9,10,19,1348,7,1,1,-1,-1,0
0,5,2,20,170,2,34,7,20,229,2117,8,67,9,11,13,11,13,11,9,0,78,0,0,11,11,998,7,1,1,-1,-1,0
0,5,2,30,343,5,16,3,20,278,2117,8,50,3,11,10,17,13,11,3,0,7,0,0,13,19,506,7,1,0,-1,-1,0
0,3,2,44,136,2,32,6,30,228,2401,8,38,7,11,15,11,10,11,7,0,131,7,4,13,19,369,10,2,0,-1,-1,0
0,5,2,30,343,5,34,4,20,117,2117,8,17,9,11,10,17,13,11,9,0,168,0,1,11,19,14,13,1,0,-1,-1,0
0,6,4,26,341,2,27,2,11,183,2117,8,21,6,11,10,17,13,11,6,0,109,0,5,13,19,705,11,1,0,-1,-1,0
0,7,2,25,307,2,16,5,20,202,2117,8,22,6,17,15,17,13,17,6,0,86,8,9,13,19,842,12,1,0,1,-1,60
0,6,4,33,319,3,27,2,11,137,1603,8,38,3,17,10,17,13,17,4,0,195,8,9,13,19,990,11,1,0,-1,-1,0
0,6,4,33,319,3,16,2,11,324,2401,8,54,7,11,10,17,13,17,7,0,78,0,9,11,19,1319,7,1,1,1,-1,0
0,9,2,20,254,5,32,6,19,260,2117,8,38,0,16,15,16,15,16,0,0,112,6,1,13,19,487,10,6,0,-1,-1,0
0,3,4,32,179,5,34,7,20,322,1570,8,54,8,11,13,17,13,11,8,0,108,2,9,11,19,293,14,1,0,-1,-1,0
0,8,2,32,388,2,16,5,20,240,2117,8,58,3,16,15,16,15,16,0,0,50,7,9,13,19,335,1,2,0,-1,-1,0
0,3,2,33,319,3,32,6,16,188,2401,8,21,5,11,15,11,13,11,5,0,65,9,9,11,19,298,2,3,0,-1,-1,0
0,5,2,45,371,2,23,6,20,245,2117,8,47,0,15,15,15,15,15,0,0,112,0,0,11,19,978,7,1,1,-1,-1,0
0,5,2,26,167,4,34,7,19,124,1570,8,38,0,16,15,16,15,16,0,0,16,5,6,13,19,1243,7,1,0,-1,-1,0
0,8,2,22,283,4,34,7,20,246,2117,8,21,9,11,15,17,13,11,9,0,206,9,9,13,19,1445,5,2,0,-1,-1,0
0,7,2,16,237,2,16,5,20,183,2117,8,53,9,11,10,17,13,11,9,0,123,0,0,13,19,705,18,1,0,1,-1,0
0,3,2,33,343,3,16,5,20,304,2401,8,54,5,17,10,17,13,17,3,2859,21,9,9,11,19,585,10,2,0,-1,-1,0
0,8,2,29,199,4,16,5,20,202,2117,5,53,9,11,10,17,13,11,9,2511,171,0,0,11,19,842,7,1,1,-1,-1,0
0,7,2,11,437,2,16,5,19,124,2117,8,40,0,16,15,16,15,16,0,0,53,9,9,11,19,1243,9,1,0,-1,-1,0
0,7,2,45,372,5,16,5,19,124,2117,8,47,0,16,10,16,15,16,0,0,108,2,7,13,19,1243,5,2,0,-1,-1,0
0,3,4,33,343,3,34,7,20,153,1505,8,21,8,11,13,17,13,17,8,0,65,0,2,13,19,1444,2,2,0,-1,-1,0
0,7,2,20,110,4,16,5,20,124,1570,8,54,4,11,10,17,13,17,4,0,168,0,0,12,19,1243,14,1,0,-1,-1,0
0,7,2,20,372,5,17,4,11,246,2117,8,21,9,11,15,17,13,11,9,0,78,0,0,11,19,1445,7,1,1,-1,-1,0
0,3,2,17,343,5,12,2,19,203,1443,8,38,3,16,15,16,10,16,3,0,39,7,9,11,19,160,7,1,0,-1,-1,0
0,7,2,18,307,2,16,6,32,183,2401,8,34,5,11,10,11,13,11,5,0,50,4,9,13,19,705,15,1,0,1,-1,100
0,5,2,42,175,2,16,5,19,124,1570,8,47,0,16,10,16,11,16,0,0,171,0,0,13,19,1243,18,1,0,-1,-1,0
0,7,2,20,170,4,16,5,20,183,2117,8,26,8,11,10,11,13,11,6,0,21,0,2,11,19,705,8,1,0,-1,-1,0
0,8,2,20,288,2,16,5,20,202,2117,8,54,3,11,10,11,13,11,4,1541,199,0,0,13,19,842,18,1,0,-1,-1,0
0,3,2,33,343,5,34,7,20,322,1570,5,53,9,11,13,17,13,17,9,0,112,2,9,13,19,293,7,2,0,-1,-1,0
0,8,2,45,281,2,11,8,36,183,2117,8,21,3,11,10,11,13,11,3,0,191,6,7,13,19,705,11,1,0,-1,-1,0
0,5,2,26,380,4,34,7,19,203,1570,8,38,0,16,15,16,15,16,0,0,112,5,9,11,19,160,13,1,0,-1,-1,0
0,4,2,20,441,2,16,2,11,246,2117,8,59,7,11,10,17,13,11,7,2543,173,0,0,13,19,1445,16,1,0,-1,-1,0
0,3,2,16,411,4,32,6,30,245,1505,8,17,5,17,13,17,10,17,5,0,65,4,2,13,19,369,9,1,0,-1,-1,0
0,7,2,32,179,4,16,5,20,355,2401,5,53,9,11,16,17,13,17,9,0,219,1,9,11,19,1291,7,1,1,1,-1,0
0,5,2,20,343,5,34,4,20,246,2117,8,13,4,11,13,17,13,11,4,0,157,0,0,11,19,1445,13,1,0,-1,-1,0
0,7,2,25,143,2,32,6,20,229,2117,8,62,5,11,10,17,15,17,7,0,17,6,9,11,19,998,7,1,1,1,-1,80
0,3,2,29,207,2,16,5,11,202,2117,8,12,7,11,10,17,13,17,6,0,78,0,9,11,19,842,7,1,1,-1,-1,0
0,7,2,18,120,2,16,5,19,124,1570,8,47,0,17,10,17,11,17,0,0,169,2,9,13,19,1243,9,1,0,1,-1,0
0,2,2,19,254,4,32,6,30,228,2401,8,38,9,11,15,17,14,11,9,0,98,0,6,11,19,369,7,1,1,-1,-1,0
0,8,2,20,297,5,16,5,19,124,2117,8,38,0,17,10,17,11,17,0,0,141,2,7,11,19,1243,10,1,0,-1,-1,0
0,5,2,26,207,4,16,5,19,124,1570,8,54,9,17,10,17,11,17,9,0,168,0,0,11,19,1243,9,2,0,-1,-1,0
0,7,2,21,106,4,34,7,20,183,2401,8,21,9,11,15,17,13,11,9,0,65,4,9,13,19,705,9,1,0,1,-1,100
0,8,2,32,207,4,16,5,21,202,1505,8,54,3,11,10,11,13,11,3,0,199,6,9,13,19,842,9,1,0,-1,-1,0
