age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle,label
5,2,38,208,5,34,5,21,311,1522,8,42,4,15,0
5,2,17,209,2,33,6,21,212,2413,8,57,9,17,0
5,4,20,258,5,31,3,13,350,2119,8,23,9,17,0
8,2,26,260,5,30,3,35,331,2127,8,22,4,11,1
4,2,34,245,2,20,4,16,225,1815,8,29,0,17,0
7,2,44,258,2,16,5,36,185,2420,8,27,4,17,0
6,4,21,316,3,27,2,17,225,2114,8,41,1,16,0
8,2,20,313,5,31,3,20,156,2118,8,23,2,17,0
7,2,38,118,4,31,6,20,308,2119,8,39,0,15,0
6,4,33,315,3,27,2,11,119,2494,8,22,1,17,0
2,3,31,249,5,31,3,20,357,2116,8,24,6,17,0
5,2,24,117,5,34,3,20,309,2124,8,42,0,11,1
2,2,37,315,2,16,5,35,183,2449,8,28,0,11,0
8,3,21,172,5,31,3,20,351,2118,8,61,9,17,0
5,2,24,214,2,16,5,21,174,2428,8,58,0,11,1
7,2,38,353,2,10,8,37,316,2536,8,39,0,13,0
8,4,20,234,5,30,8,35,219,2116,8,23,7,17,0
3,2,33,401,4,31,2,13,347,2114,8,23,6,17,0
7,2,17,117,2,31,3,21,350,2196,8,13,5,17,0
2,2,26,392,2,31,7,20,145,2122,8,40,2,17,0
5,2,20,224,2,34,7,21,204,1191,8,57,0,17,0
5,2,10,121,2,34,7,20,198,2040,8,40,0,15,1
2,2,20,208,5,30,3,35,251,2189,8,22,3,17,0
7,2,41,255,5,30,3,35,289,1546,8,23,5,17,0
8,2,41,366,5,31,3,21,350,1528,8,18,5,17,0
3,2,12,195,4,20,4,17,209,1553,8,18,4,17,0
7,2,23,348,2,16,3,36,308,2194,8,39,0,11,0
8,4,32,321,4,31,6,19,343,2114,8,41,4,16,0
7,2,32,371,4,34,6,18,342,2119,8,39,6,17,0
2,2,25,197,2,33,7,20,347,2117,8,38,0,15,0
6,4,32,320,3,27,2,18,314,2115,8,40,3,16,0
8,2,25,425,5,11,3,35,321,2405,8,18,9,17,0
6,4,33,236,3,27,2,11,122,1814,8,54,6,17,0
5,2,32,365,4,20,6,18,210,2116,8,38,0,13,1
6,4,33,315,3,27,2,11,117,2388,8,54,1,17,0
7,2,20,375,5,31,5,21,203,2391,8,55,9,17,0
5,2,16,200,2,34,7,21,211,1574,8,57,6,17,0
5,2,20,213,2,34,7,21,248,1201,8,52,0,17,0
3,4,33,317,3,27,2,13,295,2114,8,18,3,17,0
5,3,17,219,2,16,5,21,213,1622,8,52,0,11,0
3,2,24,213,2,34,7,20,212,1579,8,37,0,15,1
6,4,33,311,3,27,2,11,330,2400,8,23,1,17,0
8,2,40,147,5,30,3,35,350,2039,8,23,9,17,0
8,2,17,208,5,30,3,20,350,2119,8,19,6,17,0
2,2,17,392,5,31,3,20,251,2114,8,62,7,17,0
6,4,33,317,3,27,2,11,225,1841,8,53,1,17,0
6,4,33,319,3,27,2,11,122,2108,8,22,0,17,0
2,2,11,417,2,34,7,21,141,1519,8,18,9,17,1
6,4,33,321,3,31,2,11,246,2116,8,23,1,17,0
8,3,18,115,5,30,3,20,352,2116,8,22,5,17,0
5,2,19,271,4,31,6,20,142,2112,8,39,0,16,1
2,3,28,293,4,31,3,20,330,2118,8,62,6,17,0
2,3,16,375,2,31,6,20,340,2124,8,41,5,16,0
2,2,29,293,4,30,3,37,289,2409,8,23,9,17,0
7,2,16,440,4,16,3,21,332,2405,8,55,7,11,0
6,4,33,315,3,27,2,11,245,2033,8,22,1,17,0
5,2,17,188,2,33,6,17,212,1579,8,44,9,17,0
7,2,20,360,2,31,3,21,351,2033,8,15,4,17,0
4,2,17,275,2,31,3,21,353,2121,8,18,2,17,1
2,3,20,280,5,30,3,35,343,2040,8,18,9,17,0
5,2,26,168,2,31,3,20,253,2117,8,13,2,17,1
2,2,23,360,2,34,7,21,180,2230,8,41,0,17,1
2,2,41,260,5,30,8,35,319,2402,8,60,4,17,0
8,2,38,421,2,11,8,37,316,1208,8,29,4,17,0
8,2,30,389,5,31,3,20,256,2122,8,23,2,17,0
8,2,18,116,5,31,3,20,350,2119,8,22,5,17,0
6,4,33,317,3,27,2,11,331,2494,8,22,3,17,0
4,4,46,357,4,27,2,13,326,1522,8,61,9,17,0
9,4,33,248,3,27,2,11,321,1530,8,18,5,17,0
6,4,33,321,3,27,2,18,154,2110,8,68,1,13,0
2,2,44,197,2,20,7,17,143,1597,8,41,9,17,0
6,4,33,314,3,27,2,11,348,2112,8,23,1,17,0
6,2,26,288,3,20,8,30,344,1572,8,28,8,17,0
6,4,33,320,3,27,2,11,236,2530,8,29,1,17,0
7,2,21,123,5,30,3,21,355,2383,8,23,5,17,0
2,2,20,158,5,30,3,20,353,2116,8,39,4,11,1
7,3,17,334,2,31,7,20,199,2120,8,35,0,11,0
5,2,17,448,5,31,3,21,208,2384,8,56,2,17,0
7,2,33,205,4,31,6,20,210,2111,8,40,0,16,0
6,4,32,230,3,10,8,37,321,2411,8,29,4,17,1
5,2,24,270,2,34,7,20,344,2122,8,40,0,11,0
2,2,12,167,2,31,3,21,230,2394,8,55,9,17,0
7,4,26,376,2,31,3,20,350,2111,8,23,3,17,0
5,2,45,355,5,34,7,21,213,2528,8,55,0,17,1
8,2,20,266,5,34,3,20,344,2120,8,22,3,17,0
8,2,28,294,5,31,3,20,350,2118,8,41,0,17,0
8,2,45,425,5,16,5,21,185,2427,8,27,8,17,0
2,3,26,358,5,31,3,20,349,2189,8,18,9,17,0
5,2,20,178,4,34,3,21,147,1548,8,18,4,17,0
7,4,16,215,4,31,3,13,344,2119,8,61,8,17,0
7,2,20,240,2,16,7,28,308,2527,8,38,6,17,0
2,2,15,359,2,11,8,37,315,1887,8,29,3,17,0
2,2,12,252,2,30,3,35,318,2516,8,18,0,17,0
5,2,21,205,2,33,7,16,210,1856,5,58,8,17,1
6,4,33,319,3,27,2,11,231,2188,8,23,1,13,0
7,2,20,120,2,16,5,35,327,2416,8,53,9,11,0
3,2,19,219,2,34,6,18,308,2116,8,43,0,16,0
6,4,20,261,2,27,6,17,348,2200,8,28,8,17,0
2,2,16,344,4,10,6,36,310,2206,8,70,3,17,0
8,3,20,219,2,31,7,21,350,2401,8,54,9,17,0
7,2,26,115,4,31,3,20,350,2115,8,13,9,10,1
7,2,33,159,2,10,8,12,347,2207,8,23,4,17,0
7,2,16,318,2,31,3,20,350,2534,8,53,6,17,0
8,2,25,430,5,16,3,35,323,2407,8,54,9,17,0
5,3,16,173,2,34,6,20,201,2118,8,44,0,16,1
8,2,30,280,5,30,3,35,338,2041,8,22,5,17,0
5,2,20,422,5,30,3,13,351,1548,8,18,5,17,0
6,3,33,319,2,11,8,37,317,2033,8,30,7,17,1
8,3,25,207,4,34,3,20,144,2117,8,23,7,17,0
5,2,25,343,2,32,8,36,307,1605,8,38,0,10,0
5,2,12,128,5,31,3,21,133,1164,8,23,7,17,0
9,2,20,167,5,31,3,35,328,2115,8,60,7,17,1
6,4,32,318,3,26,2,12,323,2034,8,23,4,17,0
7,2,30,424,2,11,8,37,326,2419,8,26,4,17,0
7,2,37,391,5,11,8,34,315,1829,8,31,4,17,1
6,4,33,318,3,27,2,11,121,2113,8,53,8,17,0
2,2,19,236,2,34,7,21,207,1869,5,58,4,15,0
2,2,46,207,2,16,5,21,179,2414,8,58,8,17,0
2,3,26,384,5,31,3,21,346,1542,8,18,9,17,0
6,4,33,318,3,27,2,11,352,2400,8,29,3,17,0
6,4,33,315,3,27,2,11,348,2117,8,23,1,17,0
2,4,23,322,2,31,6,28,343,2114,8,53,9,17,0
8,2,25,359,5,30,3,12,348,2123,8,23,5,17,0
6,4,33,318,3,27,2,11,347,1814,8,22,9,17,0
7,2,20,228,2,11,5,33,219,2402,8,27,7,17,0
7,2,18,109,5,31,3,20,256,2114,8,23,4,17,0
2,2,20,190,2,11,8,19,290,2195,8,40,0,16,0
2,2,17,134,5,31,3,21,350,2121,8,14,2,17,1
5,2,45,220,2,34,7,21,204,1533,8,58,4,17,0
3,2,46,421,2,34,6,18,206,1870,8,41,0,16,1
5,2,25,322,2,34,7,20,303,2543,8,42,0,17,1
7,2,11,319,2,31,2,20,247,1828,8,18,5,17,0
2,3,37,248,2,11,8,37,316,2427,8,30,7,11,0
6,4,33,320,3,27,2,11,217,2109,8,62,1,13,0
4,2,28,162,5,31,3,20,352,2123,8,23,0,11,0
7,2,40,278,5,30,3,35,326,2039,8,69,5,11,0
2,2,16,355,4,33,7,20,202,2117,8,41,0,10,0
8,2,33,129,5,10,8,36,348,2398,8,23,9,17,0
7,2,46,436,2,16,5,35,183,2427,8,30,9,17,0
2,2,25,362,5,30,3,36,319,2034,8,23,5,17,0
4,4,32,324,3,31,6,20,145,2118,8,61,5,17,0
5,2,17,368,2,33,7,21,347,1618,8,52,8,17,0
8,2,42,204,5,30,3,12,334,2035,8,22,9,17,0
8,2,15,378,4,31,6,20,143,2116,8,22,0,17,0
5,3,16,202,2,34,6,18,140,1233,8,37,0,13,0
7,2,32,207,4,32,6,18,214,2118,8,39,0,16,0
7,2,20,418,5,10,8,35,216,2423,8,19,9,17,0
6,4,33,318,3,27,2,11,123,2113,8,18,1,17,0
6,4,33,246,3,27,2,35,310,2027,8,24,3,17,0
5,2,19,365,2,32,8,35,309,2558,8,40,0,15,0
7,2,13,296,5,31,3,12,132,2117,8,22,4,17,0
5,2,19,207,2,12,8,36,313,2416,8,68,3,17,0
7,2,33,263,5,16,6,31,315,1556,8,60,2,17,0
6,4,32,323,2,32,6,18,214,2111,8,41,0,16,0
2,2,27,324,2,34,7,20,215,1204,8,13,2,17,0
4,4,17,279,4,31,6,18,145,1223,8,52,9,17,0
8,2,37,334,5,11,8,37,318,2417,8,71,9,17,0
8,3,21,160,5,31,3,20,355,2120,8,23,2,17,0
6,4,32,318,3,27,2,11,225,2116,8,19,1,13,0
5,2,19,192,2,33,7,20,199,2521,8,41,0,15,1
4,2,21,293,2,20,5,31,323,2419,8,27,0,17,0
2,2,17,165,2,31,3,20,126,1559,8,14,4,10,0
8,2,33,161,4,31,8,19,214,2191,8,41,0,16,0
8,2,16,365,2,16,3,21,220,1570,8,28,7,17,0
7,2,25,131,2,31,3,21,221,2551,8,53,2,15,0
7,2,25,291,2,31,6,20,247,2115,8,41,5,17,0
5,2,18,209,2,34,7,21,210,1628,8,72,4,17,0
8,2,40,371,2,10,6,37,320,1134,8,43,6,11,0
2,2,25,328,2,34,7,20,344,2119,8,60,0,12,0
2,2,19,275,2,34,7,20,342,2117,8,38,0,12,0
3,3,16,272,2,23,2,35,324,2178,8,70,3,17,0
6,4,32,316,3,33,3,20,142,2113,8,38,1,17,0
8,2,26,259,4,31,3,20,320,2121,8,22,8,12,0
2,2,34,232,2,21,4,29,229,1816,8,28,4,17,0
2,2,25,265,2,31,3,20,253,2530,8,13,9,17,0
5,2,18,185,2,20,6,18,221,1823,8,40,8,16,0
8,2,38,389,5,11,8,36,330,2040,8,23,3,17,0
2,3,20,130,2,34,3,20,348,2116,8,39,0,17,0
7,2,25,248,5,30,3,28,345,1508,8,23,7,17,0
7,2,19,129,5,11,8,36,322,2032,8,22,5,17,1
3,4,44,107,4,31,2,36,317,2039,8,40,7,17,0
7,2,11,274,5,31,3,35,324,2525,8,23,7,17,0
8,2,16,312,2,15,5,21,187,2430,8,55,8,13,0
8,2,20,301,5,16,3,21,200,2405,8,54,8,17,0
7,2,19,238,2,16,6,31,220,1872,8,30,8,17,1
6,4,33,316,3,27,2,11,127,1203,8,71,0,17,0
8,2,21,269,5,30,3,35,348,1513,8,23,5,17,0
7,2,25,307,2,16,5,21,197,2414,8,31,9,17,0
9,2,33,323,2,31,6,18,143,2110,8,39,0,16,0
8,2,30,263,5,30,3,13,325,2119,8,23,4,17,0
5,2,46,236,2,34,7,21,194,2385,5,60,5,17,0
5,2,16,218,5,34,7,20,138,1576,8,61,2,16,0
6,4,33,314,3,27,2,11,343,1490,8,22,5,17,0
5,2,44,173,5,31,3,21,229,2401,8,15,5,17,0
6,4,32,321,3,27,2,11,246,2111,8,22,1,17,0
7,2,39,431,2,11,8,38,316,2409,8,29,4,17,0
6,4,33,329,3,27,6,18,141,2101,8,38,0,12,0
9,2,21,330,2,31,3,20,251,2115,8,61,5,17,0
2,2,34,217,4,21,4,30,344,2205,8,28,9,17,0
7,2,17,218,2,11,8,21,345,1139,5,29,4,17,0
7,2,45,210,2,31,7,18,203,1574,8,39,0,11,0
2,2,33,388,2,34,6,18,209,2117,8,41,4,16,1
7,2,17,429,2,34,7,20,347,2118,8,53,0,17,0
2,2,20,419,2,21,4,30,283,2406,8,51,4,17,0
8,2,17,278,5,31,3,21,355,2528,8,15,2,17,0
7,2,19,256,2,31,6,18,209,2112,8,41,0,13,1
5,2,16,235,2,15,5,31,186,2433,8,31,4,17,0
2,2,20,371,2,34,3,21,230,1513,8,56,4,17,0
2,2,33,178,2,21,4,19,123,1815,8,39,0,13,0
6,4,33,319,3,21,2,11,147,2115,8,61,7,17,0
6,4,33,319,3,27,2,11,215,2116,8,18,0,17,0
8,2,15,118,5,31,3,21,356,2523,8,23,5,17,0
2,2,16,387,5,11,8,36,313,2516,8,37,6,17,0
5,2,20,231,2,34,3,21,232,2394,8,57,2,17,0
2,3,26,387,2,31,3,20,346,2127,8,18,6,17,0
8,2,33,205,3,11,4,17,217,2220,8,39,7,13,0
5,2,24,205,2,33,7,18,195,2052,8,39,0,16,0
5,2,21,267,4,30,3,11,348,2115,8,61,5,17,0
8,2,30,159,5,31,3,20,252,2118,8,23,7,17,0
5,4,24,352,3,34,6,20,212,1573,8,43,4,17,0
2,2,22,326,5,31,3,20,360,2128,8,14,2,17,0
6,4,33,317,3,27,2,11,248,2112,8,22,1,17,0
7,4,33,352,3,20,4,30,229,1811,8,68,1,17,0
2,2,24,104,4,32,6,36,295,2123,8,38,0,12,0
5,2,25,121,2,33,7,20,216,2115,8,39,6,17,0
3,2,33,289,4,30,3,36,319,2198,8,22,9,17,0
5,2,43,323,2,31,3,20,352,2118,8,23,2,11,0
5,2,45,324,2,34,5,21,187,2415,5,59,6,17,0
8,2,26,351,5,30,3,35,123,2187,8,22,9,17,0
6,4,33,316,3,27,2,11,345,2112,8,54,1,17,0
5,2,21,452,2,15,5,21,189,2424,5,60,8,17,0
5,2,18,419,2,20,4,16,220,2159,8,31,0,13,0
5,2,24,195,2,34,7,20,207,2035,8,38,5,15,0
5,2,11,374,2,33,7,21,206,1592,8,53,0,17,0
7,2,30,128,2,31,3,21,223,1152,8,18,9,17,0
8,2,26,244,5,11,8,36,298,2045,8,22,9,17,1
2,2,34,226,2,16,4,29,222,2442,8,30,4,17,1
2,4,29,165,3,30,4,13,315,2511,8,62,9,17,0
2,2,19,161,4,34,7,28,139,2122,8,41,6,17,0
7,2,17,149,2,21,4,27,212,1534,8,18,6,17,0
7,2,29,201,2,21,4,30,306,1894,8,26,5,17,0
2,2,33,207,2,10,8,37,314,1568,8,43,4,17,1
7,2,20,118,5,31,3,20,350,2116,8,39,0,11,0
6,4,33,318,3,27,2,11,243,2114,8,56,0,13,0
6,4,33,318,3,27,2,13,346,2112,8,23,8,17,0
8,2,32,159,5,30,3,20,308,1548,8,17,3,17,0
6,4,33,320,3,27,2,11,248,2113,8,53,1,12,0
8,3,16,220,4,32,7,20,287,2122,8,40,0,10,1
6,4,33,318,3,27,2,11,348,1563,8,54,4,17,0
2,2,10,335,2,34,6,18,213,1517,8,40,0,17,0
5,2,17,269,2,20,6,31,214,1614,8,39,3,17,0
2,2,20,388,2,31,3,20,353,1139,8,18,0,17,0
7,2,19,298,4,30,8,34,276,2216,8,28,6,17,0
8,3,20,272,2,31,3,13,346,2189,8,23,6,17,0
2,2,16,278,2,31,3,20,351,2197,8,63,2,11,0
6,4,32,319,3,27,2,11,315,2112,8,60,8,17,0
2,2,10,208,5,15,5,21,182,2421,8,57,5,17,0
7,2,19,288,5,16,8,36,308,2238,8,28,9,13,0
8,2,20,359,2,11,2,13,345,2407,8,54,4,17,0
2,2,21,112,5,31,3,20,339,2118,8,22,6,17,0
7,2,16,443,5,30,3,35,350,2431,8,27,2,17,0
7,2,33,208,4,10,6,14,309,2507,8,69,4,10,0
7,2,16,255,2,31,6,18,205,2119,8,40,0,16,0
5,2,20,320,2,33,7,20,204,1599,8,41,0,15,1
3,2,29,322,4,10,6,20,248,2118,8,39,8,15,1
8,2,41,264,5,31,3,20,351,2120,8,23,5,13,1
2,2,33,367,4,11,3,13,347,2503,8,53,1,17,0
5,2,45,234,2,33,7,21,185,2416,5,59,0,17,0
8,4,33,320,3,27,2,11,144,2119,8,69,1,17,0
7,2,21,246,5,15,5,21,193,2433,8,30,0,17,0
2,2,41,256,2,31,3,20,347,1577,8,39,3,17,0
5,2,10,226,2,11,8,36,299,2039,8,42,0,11,0
6,4,33,315,3,27,2,11,342,2513,8,18,1,17,0
2,2,29,126,5,11,8,36,315,2553,8,29,3,11,0
7,2,12,277,5,31,3,20,351,2118,8,23,3,11,0
8,2,20,289,2,16,3,35,348,2405,8,22,8,17,0
5,2,25,326,2,31,7,20,247,2114,8,39,6,17,0
7,2,32,179,2,34,6,18,196,2128,8,38,0,10,1
5,2,16,234,2,16,5,21,181,2445,8,31,0,11,1
7,2,20,404,4,31,6,19,245,1556,8,39,2,16,0
7,2,39,461,5,11,8,37,315,2417,8,30,6,17,0
8,3,26,369,4,30,3,20,350,2119,8,23,0,17,0
5,2,33,126,2,34,7,21,150,1177,8,61,9,17,0
8,2,33,160,3,27,2,11,292,2412,8,22,8,17,0
5,2,32,277,2,31,6,20,309,2119,8,39,4,17,0
2,2,26,118,2,34,3,21,355,1159,8,15,0,15,0
8,3,11,181,2,34,7,20,347,2121,8,39,2,17,0
7,2,27,113,2,34,7,21,193,1561,8,39,7,17,0
5,2,26,134,2,16,3,21,189,2397,8,57,6,17,0
5,2,44,371,2,30,3,12,120,2407,8,69,8,17,0
7,2,27,277,5,31,3,21,135,1517,8,23,2,17,0
5,2,40,355,2,31,3,20,153,2115,8,22,9,17,0
7,2,17,165,2,20,4,32,221,1823,8,29,4,13,0
2,2,33,321,3,31,6,18,140,1544,8,60,0,12,0
7,2,15,421,5,11,8,37,285,2413,8,27,9,17,0
8,2,40,296,5,11,8,15,288,2204,8,28,3,17,0
2,2,32,413,2,31,6,20,143,2116,8,40,9,17,0
2,2,20,379,2,33,7,20,118,2119,8,59,7,17,0
5,2,45,225,2,15,5,35,188,2433,8,55,8,11,0
5,2,44,134,2,34,7,21,212,2417,8,57,0,15,0
2,2,21,171,5,31,3,20,355,2116,8,23,5,17,0
2,2,29,294,5,31,3,20,249,2114,8,29,2,17,0
6,4,33,214,3,10,8,17,308,2541,8,30,4,17,0
8,2,39,282,5,30,3,35,328,2215,8,22,2,17,0
7,2,26,115,5,31,3,35,326,2120,8,23,0,11,1
8,2,20,259,4,32,4,28,312,1588,8,40,2,17,0
6,4,32,318,3,27,2,11,344,2116,8,60,1,17,0
5,2,46,446,2,20,7,21,213,2406,8,56,9,17,0
7,2,30,278,5,31,3,20,338,2024,8,14,0,15,0
7,2,38,211,5,11,8,37,313,2396,8,27,9,17,0
2,2,17,133,2,34,7,21,183,2407,5,57,5,17,0
5,3,16,324,2,34,7,20,134,2121,8,37,0,17,0
6,4,33,314,3,27,3,11,120,2028,8,22,1,17,0
2,2,20,231,2,16,4,30,186,1617,8,26,7,17,0
2,2,17,368,2,11,4,31,214,2396,8,41,9,17,0
2,3,18,231,5,31,3,20,327,2117,8,23,9,17,0
5,2,26,206,4,20,6,18,217,2186,8,41,6,13,0
8,2,20,229,2,31,3,21,350,2389,8,54,5,17,0
5,2,24,178,2,34,6,20,201,2576,8,41,0,12,1
3,2,12,289,4,31,3,20,344,2119,8,39,0,16,1
5,2,33,229,2,34,5,21,189,2392,5,55,6,17,0
7,2,26,286,4,21,6,16,250,1856,8,23,9,17,0
7,2,17,303,5,31,3,21,353,2033,8,14,0,15,0
5,2,45,211,2,34,7,17,203,1641,8,70,4,16,0
6,4,33,317,3,27,2,11,151,2113,8,61,1,17,0
5,2,20,361,2,34,3,21,211,1536,8,57,9,15,1
5,2,20,209,2,19,6,13,216,1523,8,44,0,16,0
5,2,20,199,2,34,7,17,145,2184,8,17,9,17,0
8,4,33,318,3,31,2,11,348,2109,8,22,9,17,0
6,4,20,312,3,32,6,18,316,2117,8,61,3,16,0
2,4,32,372,2,27,3,20,221,2116,8,69,0,17,0
6,4,32,317,3,27,2,11,120,2113,8,23,9,17,0
7,2,16,278,5,30,3,35,322,2221,8,22,4,17,0
5,2,19,175,2,31,6,19,302,2116,8,42,0,16,1
7,2,20,276,5,30,3,12,351,1193,8,18,7,17,0
5,2,26,193,2,31,4,18,215,2529,8,41,6,17,0
2,2,30,350,5,30,3,35,356,2413,8,22,5,17,0
8,2,27,105,5,30,3,21,129,2192,8,23,8,17,0
7,2,39,473,2,11,8,37,333,2443,8,28,0,17,0
6,4,32,321,3,27,2,11,249,2112,8,40,0,13,1
6,4,33,317,3,27,2,11,124,2113,8,23,1,17,0
6,4,33,317,2,27,2,11,246,2117,8,61,9,17,1
5,2,25,194,2,33,6,20,203,1566,8,43,0,15,0
6,4,11,321,4,31,4,17,343,2115,8,38,4,17,0
6,4,32,313,3,26,2,11,114,2111,8,23,1,17,0
7,2,16,215,2,31,7,19,308,1816,8,39,0,13,1
5,2,26,179,2,33,7,21,144,1568,8,55,6,17,0
2,2,17,202,4,31,6,19,208,2117,8,43,4,17,0
