,Accuracy,AUC,F1,Recall,Precision,AP,TPR,FPR,TNR,FNR
holdout_CTGAN_4_XGB,0.999,0.985,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0
training_CTGAN_5_LR,1.0,0.987,0.0,0.0,0.0,0.049,0.0,0.0,1.0,1.0
training_CTGAN_5_DT,0.998,0.499,0.0,0.0,0.0,0.0,0.0,0.002,0.998,1.0
training_CTGAN_5_KNN,1.0,0.745,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
training_CTGAN_5_NB,0.947,0.985,0.007,1.0,0.004,0.066,1.0,0.053,0.947,0.0
training_CTGAN_5_SVM,1.0,0.522,0.0,0.0,0.0,0.042,0.0,0.0,1.0,1.0
training_CTGAN_5_RF,1.0,0.991,0.0,0.0,0.0,0.061,0.0,0.0,1.0,1.0
training_CTGAN_5_XGB,1.0,0.955,0.0,0.0,0.0,0.023,0.0,0.0,1.0,1.0
holdout_CTGAN_5_LR,1.0,0.988,0.0,0.0,0.0,0.067,0.0,0.0,1.0,1.0
holdout_CTGAN_5_DT,0.997,0.499,0.0,0.0,0.0,0.0,0.0,0.002,0.998,1.0
holdout_CTGAN_5_KNN,1.0,0.748,0.667,0.5,1.0,0.5,0.5,0.0,1.0,0.5
holdout_CTGAN_5_NB,0.947,0.986,0.007,1.0,0.004,0.059,1.0,0.053,0.947,0.0
holdout_CTGAN_5_SVM,1.0,0.589,0.0,0.0,0.0,0.167,0.0,0.0,1.0,1.0
holdout_CTGAN_5_RF,1.0,0.976,0.0,0.0,0.0,0.127,0.0,0.0,1.0,1.0
holdout_CTGAN_5_XGB,1.0,0.963,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0
training_CTABGAN_1_LR,1.0,0.979,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
training_CTABGAN_1_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_CTABGAN_1_KNN,1.0,0.748,0.0,0.0,0.0,0.011,0.0,0.0,1.0,1.0
training_CTABGAN_1_NB,0.946,0.989,0.007,1.0,0.004,0.017,1.0,0.054,0.946,0.0
training_CTABGAN_1_SVM,1.0,0.987,0.0,0.0,0.0,0.129,0.0,0.0,1.0,1.0
training_CTABGAN_1_RF,1.0,0.731,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_CTABGAN_1_XGB,1.0,0.941,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_CTABGAN_1_LR,1.0,0.977,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
holdout_CTABGAN_1_DT,0.999,0.499,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_CTABGAN_1_KNN,1.0,0.747,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0
holdout_CTABGAN_1_NB,0.947,0.988,0.007,1.0,0.004,0.019,1.0,0.053,0.947,0.0
holdout_CTABGAN_1_SVM,1.0,0.999,0.0,0.0,0.0,0.317,0.0,0.0,1.0,1.0
holdout_CTABGAN_1_RF,1.0,0.481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_CTABGAN_1_XGB,1.0,0.947,0.0,0.0,0.0,0.015,0.0,0.0,1.0,1.0
training_CTABGAN_2_LR,1.0,0.974,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
training_CTABGAN_2_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_CTABGAN_2_KNN,1.0,0.747,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
training_CTABGAN_2_NB,0.939,0.985,0.007,1.0,0.003,0.009,1.0,0.061,0.939,0.0
training_CTABGAN_2_SVM,1.0,0.962,0.0,0.0,0.0,0.028,0.0,0.0,1.0,1.0
training_CTABGAN_2_RF,1.0,0.969,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
training_CTABGAN_2_XGB,1.0,0.875,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_CTABGAN_2_LR,1.0,0.97,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
holdout_CTABGAN_2_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_CTABGAN_2_KNN,1.0,0.747,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
holdout_CTABGAN_2_NB,0.94,0.985,0.007,1.0,0.003,0.01,1.0,0.06,0.94,0.0
holdout_CTABGAN_2_SVM,1.0,0.998,0.0,0.0,0.0,0.11,0.0,0.0,1.0,1.0
holdout_CTABGAN_2_RF,1.0,0.722,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_CTABGAN_2_XGB,1.0,0.965,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
training_CTABGAN_3_LR,1.0,0.974,0.0,0.0,0.0,0.009,0.0,0.0,1.0,1.0
training_CTABGAN_3_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
training_CTABGAN_3_KNN,1.0,0.747,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
training_CTABGAN_3_NB,0.938,0.987,0.006,1.0,0.003,0.011,1.0,0.062,0.938,0.0
training_CTABGAN_3_SVM,1.0,0.888,0.0,0.0,0.0,0.042,0.0,0.0,1.0,1.0
training_CTABGAN_3_RF,1.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_CTABGAN_3_XGB,1.0,0.872,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_CTABGAN_3_LR,1.0,0.973,0.0,0.0,0.0,0.009,0.0,0.0,1.0,1.0
holdout_CTABGAN_3_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_CTABGAN_3_KNN,1.0,0.746,0.0,0.0,0.0,0.007,0.0,0.0,1.0,1.0
holdout_CTABGAN_3_NB,0.94,0.988,0.007,1.0,0.003,0.012,1.0,0.06,0.94,0.0
holdout_CTABGAN_3_SVM,1.0,0.998,0.0,0.0,0.0,0.13,0.0,0.0,1.0,1.0
holdout_CTABGAN_3_RF,1.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_CTABGAN_3_XGB,1.0,0.899,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_CTABGAN_4_LR,1.0,0.978,0.0,0.0,0.0,0.013,0.0,0.0,1.0,1.0
training_CTABGAN_4_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_CTABGAN_4_KNN,1.0,0.746,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
training_CTABGAN_4_NB,0.94,0.991,0.007,1.0,0.003,0.017,1.0,0.06,0.94,0.0
training_CTABGAN_4_SVM,1.0,0.94,0.0,0.0,0.0,0.051,0.0,0.0,1.0,1.0
training_CTABGAN_4_RF,1.0,0.468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_CTABGAN_4_XGB,1.0,0.733,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_CTABGAN_4_LR,1.0,0.977,0.0,0.0,0.0,0.012,0.0,0.0,1.0,1.0
holdout_CTABGAN_4_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_CTABGAN_4_KNN,1.0,0.746,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_CTABGAN_4_NB,0.941,0.991,0.007,1.0,0.003,0.017,1.0,0.059,0.941,0.0
holdout_CTABGAN_4_SVM,1.0,0.999,0.0,0.0,0.0,0.127,0.0,0.0,1.0,1.0
holdout_CTABGAN_4_RF,1.0,0.466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_CTABGAN_4_XGB,1.0,0.634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_CTABGAN_5_LR,1.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,1.0,1.0
training_CTABGAN_5_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
training_CTABGAN_5_KNN,1.0,0.746,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
training_CTABGAN_5_NB,0.943,0.992,0.007,1.0,0.003,0.02,1.0,0.057,0.943,0.0
training_CTABGAN_5_SVM,1.0,0.996,0.0,0.0,0.0,0.036,0.0,0.0,1.0,1.0
training_CTABGAN_5_RF,1.0,0.967,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
training_CTABGAN_5_XGB,1.0,0.69,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_CTABGAN_5_LR,1.0,0.98,0.0,0.0,0.0,0.019,0.0,0.0,1.0,1.0
holdout_CTABGAN_5_DT,0.999,0.499,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_CTABGAN_5_KNN,1.0,0.745,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
holdout_CTABGAN_5_NB,0.943,0.992,0.007,1.0,0.004,0.021,1.0,0.057,0.943,0.0
holdout_CTABGAN_5_SVM,1.0,0.999,0.0,0.0,0.0,0.133,0.0,0.0,1.0,1.0
holdout_CTABGAN_5_RF,1.0,0.705,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_CTABGAN_5_XGB,1.0,0.77,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TVAE_1_LR,1.0,0.962,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
training_TVAE_1_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_1_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_1_NB,0.844,0.859,0.001,0.5,0.001,0.009,0.5,0.156,0.844,0.5
training_TVAE_1_SVM,1.0,0.912,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_TVAE_1_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_1_XGB,1.0,0.624,0.0,0.0,0.0,0.007,0.0,0.0,1.0,1.0
holdout_TVAE_1_LR,1.0,0.982,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
holdout_TVAE_1_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_TVAE_1_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_1_NB,0.862,0.988,0.003,1.0,0.001,0.038,1.0,0.138,0.862,0.0
holdout_TVAE_1_SVM,1.0,0.966,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
holdout_TVAE_1_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_1_XGB,1.0,0.72,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TVAE_2_LR,1.0,0.963,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
training_TVAE_2_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_2_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_2_NB,0.848,0.869,0.001,0.5,0.001,0.009,0.5,0.152,0.848,0.5
training_TVAE_2_SVM,1.0,0.909,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_TVAE_2_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_2_XGB,1.0,0.721,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
holdout_TVAE_2_LR,1.0,0.981,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
holdout_TVAE_2_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_TVAE_2_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_2_NB,0.867,0.989,0.003,1.0,0.001,0.038,1.0,0.133,0.867,0.0
holdout_TVAE_2_SVM,1.0,0.967,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
holdout_TVAE_2_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_2_XGB,1.0,0.707,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TVAE_3_LR,1.0,0.98,0.0,0.0,0.0,0.009,0.0,0.0,1.0,1.0
training_TVAE_3_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_3_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_3_NB,0.842,0.837,0.001,0.5,0.001,0.007,0.5,0.158,0.842,0.5
training_TVAE_3_SVM,1.0,0.752,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TVAE_3_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_3_XGB,1.0,0.724,0.0,0.0,0.0,0.012,0.0,0.0,1.0,1.0
holdout_TVAE_3_LR,1.0,0.99,0.0,0.0,0.0,0.017,0.0,0.0,1.0,1.0
holdout_TVAE_3_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_TVAE_3_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_3_NB,0.979,0.987,0.009,0.5,0.005,0.015,0.5,0.021,0.979,0.5
holdout_TVAE_3_SVM,1.0,0.962,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
holdout_TVAE_3_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_3_XGB,1.0,0.929,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
training_TVAE_4_LR,1.0,0.977,0.0,0.0,0.0,0.007,0.0,0.0,1.0,1.0
training_TVAE_4_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_4_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_4_NB,0.972,0.758,0.007,0.5,0.004,0.005,0.5,0.028,0.972,0.5
training_TVAE_4_SVM,1.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_4_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_4_XGB,1.0,0.833,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
holdout_TVAE_4_LR,1.0,0.985,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0
holdout_TVAE_4_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_TVAE_4_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_4_NB,0.965,0.984,0.011,1.0,0.006,0.009,1.0,0.035,0.965,0.0
holdout_TVAE_4_SVM,1.0,0.924,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
holdout_TVAE_4_RF,1.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_4_XGB,1.0,0.825,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TVAE_5_LR,1.0,0.976,0.0,0.0,0.0,0.007,0.0,0.0,1.0,1.0
training_TVAE_5_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_5_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_5_NB,0.972,0.761,0.007,0.5,0.004,0.005,0.5,0.028,0.972,0.5
training_TVAE_5_SVM,1.0,0.332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_5_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TVAE_5_XGB,1.0,0.837,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
holdout_TVAE_5_LR,1.0,0.985,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0
holdout_TVAE_5_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_TVAE_5_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_5_NB,0.965,0.985,0.011,1.0,0.006,0.009,1.0,0.035,0.965,0.0
holdout_TVAE_5_SVM,1.0,0.924,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
holdout_TVAE_5_RF,1.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TVAE_5_XGB,1.0,0.732,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_DS_1_LR,1.0,0.961,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
training_DS_1_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_1_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_1_NB,0.841,0.854,0.001,0.5,0.001,0.009,0.5,0.159,0.841,0.5
training_DS_1_SVM,1.0,0.911,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_DS_1_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_1_XGB,1.0,0.671,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
holdout_DS_1_LR,1.0,0.981,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
holdout_DS_1_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_DS_1_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_1_NB,0.862,0.988,0.003,1.0,0.001,0.034,1.0,0.138,0.862,0.0
holdout_DS_1_SVM,1.0,0.969,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
holdout_DS_1_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_1_XGB,1.0,0.806,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_DS_2_LR,1.0,0.965,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
training_DS_2_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_2_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_2_NB,0.975,0.789,0.008,0.5,0.004,0.019,0.5,0.025,0.975,0.5
training_DS_2_SVM,1.0,0.868,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_DS_2_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_2_XGB,1.0,0.575,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_DS_2_LR,1.0,0.976,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_DS_2_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_2_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_2_NB,0.96,0.985,0.01,1.0,0.005,0.01,1.0,0.04,0.96,0.0
holdout_DS_2_SVM,1.0,0.968,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
holdout_DS_2_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_2_XGB,1.0,0.871,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_DS_3_LR,1.0,0.964,0.0,0.0,0.0,0.008,0.0,0.0,1.0,1.0
training_DS_3_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_3_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_3_NB,0.973,0.83,0.007,0.5,0.004,0.018,0.5,0.027,0.973,0.5
training_DS_3_SVM,1.0,0.687,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
training_DS_3_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_3_XGB,1.0,0.61,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
