,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,cillabel,pro
103,10.0,17.0,10.0,11.0,0.0,26.0,199.0,0.0,0.0,13.0,19.0,929.0,10.0,4.0,0.0,0.0,0.0,0.0
104,14.0,17.0,14.0,17.0,7.0,0.0,219.0,0.0,0.0,13.0,19.0,778.0,2.0,10.0,0.0,0.0,0.0,0.0
105,16.0,17.0,11.0,17.0,4.0,0.0,98.0,0.0,9.0,10.0,19.0,1123.0,6.0,1.0,1.0,0.0,0.0,0.0
106,14.0,17.0,13.0,17.0,9.0,0.0,96.0,0.0,0.0,13.0,19.0,565.0,7.0,1.0,1.0,0.0,0.0,0.0
107,10.0,17.0,14.0,17.0,4.0,0.0,171.0,0.0,0.0,14.0,16.0,841.0,7.0,2.0,0.0,0.0,0.0,0.0
108,10.0,17.0,14.0,17.0,4.0,0.0,98.0,0.0,1.0,13.0,19.0,903.0,7.0,4.0,0.0,0.0,0.0,0.0
109,15.0,16.0,16.0,16.0,0.0,0.0,98.0,0.0,0.0,13.0,19.0,1348.0,5.0,2.0,0.0,0.0,0.0,0.0
110,15.0,16.0,15.0,16.0,0.0,0.0,8.0,1.0,9.0,10.0,19.0,1089.0,6.0,1.0,1.0,0.0,0.0,0.0
111,14.0,17.0,13.0,15.0,0.0,0.0,71.0,0.0,0.0,13.0,19.0,778.0,7.0,1.0,1.0,0.0,0.0,0.0
112,10.0,17.0,10.0,17.0,0.0,0.0,219.0,0.0,9.0,11.0,19.0,927.0,6.0,1.0,1.0,0.0,0.0,0.0
113,14.0,17.0,13.0,11.0,2.0,0.0,65.0,8.0,9.0,11.0,19.0,778.0,17.0,1.0,0.0,0.0,0.0,0.0
114,15.0,16.0,15.0,16.0,0.0,0.0,152.0,6.0,9.0,13.0,19.0,335.0,7.0,1.0,1.0,0.0,0.0,0.0
115,11.0,17.0,14.0,17.0,6.0,0.0,206.0,0.0,0.0,13.0,19.0,1403.0,20.0,1.0,0.0,0.0,0.0,0.0
116,14.0,17.0,14.0,17.0,5.0,0.0,17.0,0.0,7.0,11.0,19.0,565.0,6.0,1.0,1.0,0.0,0.0,0.0
117,16.0,17.0,14.0,17.0,9.0,2182.0,219.0,0.0,0.0,13.0,19.0,928.0,11.0,1.0,0.0,1.0,0.0,100.0
118,16.0,15.0,13.0,16.0,0.0,0.0,98.0,4.0,9.0,10.0,19.0,928.0,6.0,1.0,1.0,0.0,0.0,0.0
119,14.0,17.0,13.0,11.0,0.0,0.0,112.0,2.0,9.0,11.0,19.0,25.0,6.0,1.0,1.0,0.0,0.0,0.0
120,11.0,17.0,13.0,17.0,4.0,0.0,78.0,0.0,9.0,10.0,19.0,1193.0,6.0,1.0,1.0,0.0,0.0,0.0
121,10.0,17.0,13.0,17.0,9.0,0.0,195.0,0.0,2.0,11.0,19.0,943.0,2.0,2.0,0.0,0.0,0.0,0.0
122,11.0,17.0,13.0,17.0,4.0,0.0,112.0,0.0,9.0,10.0,19.0,327.0,6.0,1.0,1.0,0.0,0.0,0.0
123,10.0,17.0,14.0,11.0,0.0,0.0,112.0,0.0,0.0,10.0,19.0,1481.0,11.0,1.0,0.0,0.0,0.0,0.0
124,14.0,17.0,14.0,17.0,2.0,0.0,78.0,2.0,9.0,11.0,19.0,24.0,6.0,1.0,1.0,0.0,0.0,0.0
125,14.0,17.0,13.0,17.0,2.0,0.0,65.0,9.0,9.0,11.0,19.0,934.0,13.0,1.0,0.0,0.0,0.0,0.0
126,14.0,17.0,14.0,17.0,4.0,0.0,219.0,0.0,8.0,11.0,19.0,1205.0,6.0,1.0,1.0,0.0,0.0,0.0
127,15.0,16.0,16.0,16.0,0.0,0.0,78.0,2.0,9.0,11.0,19.0,1243.0,6.0,1.0,1.0,0.0,0.0,0.0
128,15.0,16.0,15.0,16.0,0.0,0.0,10.0,6.0,9.0,11.0,19.0,335.0,6.0,1.0,1.0,0.0,0.0,0.0
129,11.0,11.0,14.0,13.0,0.0,0.0,168.0,0.0,0.0,13.0,19.0,1377.0,10.0,1.0,0.0,0.0,0.0,0.0
130,14.0,17.0,14.0,17.0,6.0,0.0,44.0,0.0,0.0,13.0,19.0,73.0,11.0,1.0,0.0,0.0,0.0,0.0
131,14.0,17.0,14.0,17.0,5.0,0.0,137.0,8.0,9.0,13.0,19.0,565.0,7.0,1.0,1.0,1.0,0.0,100.0
132,15.0,16.0,15.0,16.0,0.0,0.0,16.0,0.0,0.0,13.0,19.0,619.0,2.0,8.0,0.0,0.0,0.0,0.0
133,15.0,17.0,13.0,17.0,9.0,0.0,44.0,0.0,4.0,11.0,19.0,1049.0,5.0,2.0,0.0,0.0,0.0,0.0
134,14.0,17.0,13.0,17.0,4.0,0.0,109.0,0.0,9.0,10.0,19.0,565.0,6.0,1.0,1.0,0.0,0.0,0.0
135,10.0,17.0,13.0,17.0,7.0,0.0,216.0,2.0,4.0,13.0,19.0,943.0,7.0,2.0,0.0,0.0,0.0,0.0
136,14.0,17.0,13.0,17.0,7.0,0.0,195.0,0.0,4.0,11.0,19.0,591.0,2.0,3.0,0.0,0.0,0.0,0.0
137,11.0,17.0,14.0,11.0,0.0,0.0,98.0,1.0,9.0,11.0,19.0,1377.0,6.0,1.0,1.0,0.0,0.0,0.0
138,11.0,17.0,14.0,17.0,9.0,0.0,219.0,0.0,0.0,13.0,19.0,327.0,2.0,6.0,0.0,0.0,0.0,0.0
139,14.0,17.0,14.0,17.0,7.0,0.0,171.0,0.0,0.0,13.0,19.0,591.0,17.0,1.0,0.0,0.0,0.0,0.0
140,10.0,17.0,14.0,17.0,4.0,0.0,112.0,0.0,0.0,13.0,19.0,842.0,7.0,2.0,0.0,0.0,0.0,0.0
141,16.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,5.0,11.0,19.0,998.0,6.0,1.0,1.0,0.0,0.0,0.0
142,14.0,17.0,14.0,17.0,2.0,0.0,112.0,0.0,1.0,11.0,19.0,1205.0,6.0,1.0,1.0,0.0,0.0,0.0
143,15.0,11.0,15.0,15.0,0.0,0.0,78.0,6.0,9.0,10.0,19.0,1363.0,6.0,1.0,1.0,0.0,0.0,0.0
144,10.0,17.0,15.0,17.0,7.0,0.0,17.0,3.0,9.0,10.0,19.0,1445.0,6.0,1.0,1.0,0.0,0.0,0.0
145,14.0,17.0,14.0,17.0,2.0,0.0,219.0,0.0,8.0,10.0,19.0,1205.0,7.0,1.0,1.0,1.0,0.0,80.0
146,10.0,17.0,14.0,17.0,2.0,0.0,199.0,8.0,9.0,13.0,19.0,784.0,7.0,1.0,1.0,0.0,0.0,0.0
147,11.0,17.0,14.0,17.0,5.0,0.0,8.0,1.0,6.0,11.0,19.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0
148,14.0,17.0,13.0,11.0,0.0,0.0,65.0,0.0,0.0,11.0,3.0,848.0,3.0,1.0,0.0,0.0,0.0,0.0
149,14.0,17.0,13.0,17.0,7.0,0.0,206.0,0.0,0.0,11.0,19.0,274.0,11.0,1.0,0.0,0.0,0.0,0.0
150,13.0,17.0,14.0,17.0,0.0,0.0,78.0,0.0,9.0,11.0,19.0,916.0,6.0,1.0,1.0,0.0,0.0,0.0
151,16.0,15.0,13.0,10.0,0.0,0.0,78.0,4.0,9.0,10.0,19.0,1087.0,6.0,1.0,1.0,0.0,0.0,0.0
152,10.0,17.0,14.0,11.0,0.0,0.0,112.0,6.0,9.0,11.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
153,10.0,17.0,10.0,17.0,9.0,0.0,65.0,0.0,0.0,13.0,3.0,1086.0,2.0,7.0,0.0,0.0,0.0,0.0
154,14.0,17.0,10.0,11.0,0.0,0.0,219.0,0.0,9.0,14.0,19.0,1185.0,6.0,1.0,1.0,0.0,0.0,0.0
155,14.0,17.0,14.0,17.0,4.0,0.0,10.0,4.0,4.0,13.0,19.0,506.0,11.0,1.0,0.0,0.0,0.0,0.0
156,14.0,17.0,10.0,17.0,4.0,0.0,168.0,0.0,0.0,13.0,20.0,1364.0,4.0,4.0,0.0,0.0,0.0,0.0
157,16.0,11.0,10.0,13.0,0.0,0.0,98.0,4.0,9.0,11.0,19.0,369.0,7.0,1.0,1.0,0.0,0.0,0.0
158,14.0,17.0,13.0,17.0,9.0,0.0,27.0,7.0,6.0,11.0,19.0,506.0,16.0,1.0,0.0,0.0,0.0,0.0
159,14.0,17.0,14.0,11.0,1.0,0.0,171.0,0.0,0.0,10.0,19.0,1277.0,2.0,2.0,0.0,0.0,0.0,0.0
160,14.0,17.0,14.0,17.0,3.0,0.0,171.0,0.0,0.0,13.0,19.0,591.0,15.0,1.0,0.0,0.0,0.0,0.0
161,16.0,11.0,13.0,15.0,0.0,0.0,78.0,2.0,9.0,10.0,19.0,26.0,6.0,1.0,1.0,0.0,0.0,0.0
162,14.0,17.0,14.0,17.0,3.0,0.0,112.0,0.0,0.0,11.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
163,15.0,16.0,17.0,16.0,0.0,0.0,57.0,1.0,6.0,10.0,19.0,1348.0,6.0,1.0,1.0,0.0,0.0,0.0
164,11.0,17.0,14.0,17.0,5.0,0.0,171.0,0.0,0.0,13.0,19.0,1377.0,2.0,2.0,0.0,0.0,0.0,0.0
165,14.0,17.0,10.0,15.0,0.0,0.0,74.0,2.0,9.0,11.0,19.0,1362.0,6.0,1.0,1.0,0.0,0.0,0.0
166,14.0,17.0,13.0,17.0,3.0,0.0,171.0,0.0,0.0,11.0,19.0,565.0,11.0,1.0,0.0,1.0,0.0,20.0
167,16.0,17.0,13.0,17.0,6.0,0.0,112.0,0.0,9.0,10.0,19.0,1347.0,6.0,1.0,1.0,0.0,0.0,0.0
168,14.0,17.0,10.0,17.0,5.0,0.0,195.0,8.0,9.0,11.0,19.0,1364.0,9.0,1.0,0.0,0.0,0.0,0.0
169,14.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
170,15.0,16.0,16.0,16.0,0.0,0.0,98.0,6.0,9.0,11.0,19.0,160.0,6.0,1.0,1.0,0.0,0.0,0.0
171,16.0,17.0,15.0,11.0,0.0,0.0,109.0,0.0,9.0,10.0,19.0,1087.0,6.0,1.0,1.0,0.0,0.0,0.0
172,10.0,15.0,14.0,10.0,0.0,0.0,98.0,0.0,9.0,11.0,19.0,903.0,6.0,1.0,1.0,1.0,0.0,40.0
173,11.0,17.0,14.0,17.0,2.0,0.0,98.0,0.0,1.0,11.0,19.0,1408.0,6.0,1.0,1.0,0.0,0.0,0.0
174,11.0,17.0,13.0,17.0,0.0,744.0,66.0,2.0,9.0,11.0,19.0,1403.0,7.0,1.0,1.0,0.0,0.0,0.0
175,14.0,17.0,14.0,17.0,9.0,0.0,100.0,0.0,0.0,13.0,16.0,1136.0,3.0,2.0,0.0,0.0,0.0,0.0
176,14.0,17.0,14.0,17.0,0.0,0.0,112.0,0.0,7.0,11.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
177,10.0,17.0,13.0,15.0,0.0,0.0,98.0,2.0,9.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
178,10.0,17.0,14.0,11.0,0.0,0.0,171.0,0.0,0.0,13.0,19.0,841.0,18.0,1.0,0.0,0.0,0.0,0.0
179,10.0,17.0,10.0,17.0,6.0,879.0,168.0,0.0,0.0,13.0,20.0,929.0,4.0,4.0,0.0,0.0,0.0,0.0
180,11.0,11.0,13.0,11.0,0.0,0.0,171.0,0.0,0.0,12.0,19.0,1377.0,53.0,1.0,0.0,0.0,0.0,0.0
181,16.0,15.0,11.0,13.0,0.0,0.0,44.0,3.0,9.0,10.0,19.0,1075.0,6.0,1.0,1.0,0.0,0.0,0.0
182,15.0,16.0,15.0,16.0,0.0,0.0,50.0,6.0,7.0,11.0,19.0,978.0,10.0,1.0,0.0,0.0,0.0,0.0
183,14.0,17.0,13.0,17.0,4.0,0.0,98.0,2.0,9.0,10.0,19.0,565.0,6.0,1.0,1.0,0.0,0.0,0.0
