,Accuracy,AUC,F1,Recall,Precision,AP,TPR,FPR,TNR,FNR
CTABGAN_3_KNN,0.968,0.673,0.075,0.042,0.36,0.086,0.042,0.002,0.998,0.958
CTABGAN_3_NB,0.931,0.758,0.156,0.206,0.125,0.104,0.206,0.045,0.955,0.794
CTABGAN_3_SVM,0.969,0.606,0.0,0.0,0.0,0.11,0.0,0.0,1.0,1.0
CTABGAN_3_RF,0.968,0.795,0.231,0.159,0.425,0.214,0.159,0.007,0.993,0.841
CTABGAN_3_XGB,0.968,0.754,0.188,0.121,0.413,0.202,0.121,0.005,0.995,0.879
CTABGAN_4_LR,0.969,0.755,0.0,0.0,0.0,0.103,0.0,0.0,1.0,1.0
CTABGAN_4_DT,0.954,0.614,0.213,0.201,0.226,0.081,0.201,0.022,0.978,0.799
CTABGAN_4_KNN,0.968,0.668,0.059,0.033,0.318,0.082,0.033,0.002,0.998,0.967
CTABGAN_4_NB,0.931,0.756,0.154,0.206,0.123,0.103,0.206,0.046,0.954,0.794
CTABGAN_4_SVM,0.969,0.607,0.0,0.0,0.0,0.109,0.0,0.0,1.0,1.0
CTABGAN_4_RF,0.967,0.785,0.218,0.15,0.4,0.21,0.15,0.007,0.993,0.85
CTABGAN_4_XGB,0.968,0.75,0.219,0.145,0.449,0.198,0.145,0.006,0.994,0.855
CTABGAN_5_LR,0.969,0.752,0.0,0.0,0.0,0.101,0.0,0.0,1.0,1.0
CTABGAN_5_DT,0.956,0.619,0.218,0.201,0.239,0.086,0.201,0.02,0.98,0.799
CTABGAN_5_KNN,0.968,0.669,0.06,0.033,0.333,0.082,0.033,0.002,0.998,0.967
CTABGAN_5_NB,0.931,0.754,0.152,0.201,0.122,0.102,0.201,0.046,0.954,0.799
CTABGAN_5_SVM,0.969,0.602,0.0,0.0,0.0,0.107,0.0,0.0,1.0,1.0
CTABGAN_5_RF,0.967,0.792,0.218,0.15,0.405,0.215,0.15,0.007,0.993,0.85
CTABGAN_5_XGB,0.969,0.755,0.224,0.145,0.492,0.221,0.145,0.005,0.995,0.855
TVAE_1_LR,0.969,0.772,0.0,0.0,0.0,0.115,0.0,0.0,1.0,1.0
TVAE_1_DT,0.955,0.645,0.268,0.266,0.27,0.107,0.266,0.023,0.977,0.734
TVAE_1_KNN,0.969,0.667,0.092,0.051,0.423,0.09,0.051,0.002,0.998,0.949
TVAE_1_NB,0.93,0.763,0.164,0.224,0.13,0.112,0.224,0.048,0.952,0.776
TVAE_1_SVM,0.969,0.608,0.0,0.0,0.0,0.109,0.0,0.0,1.0,1.0
TVAE_1_RF,0.967,0.805,0.235,0.164,0.417,0.23,0.164,0.007,0.993,0.836
TVAE_1_XGB,0.969,0.752,0.221,0.145,0.463,0.218,0.145,0.005,0.995,0.855
TVAE_2_LR,0.969,0.773,0.0,0.0,0.0,0.116,0.0,0.0,1.0,1.0
TVAE_2_DT,0.954,0.642,0.266,0.271,0.261,0.103,0.271,0.024,0.976,0.729
TVAE_2_KNN,0.969,0.661,0.091,0.051,0.407,0.087,0.051,0.002,0.998,0.949
TVAE_2_NB,0.927,0.762,0.159,0.224,0.123,0.109,0.224,0.051,0.949,0.776
TVAE_2_SVM,0.969,0.594,0.0,0.0,0.0,0.111,0.0,0.0,1.0,1.0
TVAE_2_RF,0.967,0.804,0.236,0.168,0.396,0.226,0.168,0.008,0.992,0.832
TVAE_2_XGB,0.968,0.75,0.218,0.145,0.437,0.215,0.145,0.006,0.994,0.855
TVAE_3_LR,0.969,0.772,0.0,0.0,0.0,0.114,0.0,0.0,1.0,1.0
TVAE_3_DT,0.955,0.635,0.252,0.248,0.256,0.098,0.248,0.023,0.977,0.752
TVAE_3_KNN,0.969,0.666,0.092,0.051,0.44,0.09,0.051,0.002,0.998,0.949
TVAE_3_NB,0.925,0.76,0.155,0.224,0.118,0.105,0.224,0.053,0.947,0.776
TVAE_3_SVM,0.969,0.596,0.0,0.0,0.0,0.111,0.0,0.0,1.0,1.0
TVAE_3_RF,0.967,0.798,0.234,0.164,0.412,0.227,0.164,0.007,0.993,0.836
TVAE_3_XGB,0.968,0.755,0.224,0.15,0.444,0.21,0.15,0.006,0.994,0.85
TVAE_4_LR,0.969,0.772,0.0,0.0,0.0,0.112,0.0,0.0,1.0,1.0
TVAE_4_DT,0.954,0.648,0.258,0.262,0.255,0.104,0.262,0.024,0.976,0.738
TVAE_4_KNN,0.969,0.655,0.092,0.051,0.423,0.085,0.051,0.002,0.998,0.949
TVAE_4_NB,0.922,0.759,0.153,0.229,0.114,0.102,0.229,0.056,0.944,0.771
TVAE_4_SVM,0.969,0.597,0.0,0.0,0.0,0.112,0.0,0.0,1.0,1.0
TVAE_4_RF,0.967,0.786,0.233,0.164,0.402,0.224,0.164,0.008,0.992,0.836
TVAE_4_XGB,0.969,0.759,0.218,0.14,0.492,0.216,0.14,0.005,0.995,0.86
TVAE_5_LR,0.969,0.771,0.0,0.0,0.0,0.111,0.0,0.0,1.0,1.0
TVAE_5_DT,0.953,0.646,0.253,0.257,0.249,0.102,0.257,0.025,0.975,0.743
TVAE_5_KNN,0.969,0.655,0.092,0.051,0.44,0.086,0.051,0.002,0.998,0.949
TVAE_5_NB,0.92,0.758,0.155,0.238,0.115,0.102,0.238,0.058,0.942,0.762
TVAE_5_SVM,0.969,0.6,0.0,0.0,0.0,0.115,0.0,0.0,1.0,1.0
TVAE_5_RF,0.967,0.793,0.239,0.168,0.414,0.228,0.168,0.008,0.992,0.832
TVAE_5_XGB,0.969,0.759,0.216,0.14,0.469,0.206,0.14,0.005,0.995,0.86
DS_1_LR,0.969,0.771,0.0,0.0,0.0,0.113,0.0,0.0,1.0,1.0
DS_1_DT,0.955,0.634,0.249,0.243,0.255,0.097,0.243,0.023,0.977,0.757
DS_1_KNN,0.969,0.666,0.076,0.042,0.409,0.089,0.042,0.002,0.998,0.958
DS_1_NB,0.934,0.764,0.165,0.21,0.135,0.108,0.21,0.043,0.957,0.79
DS_1_SVM,0.969,0.613,0.0,0.0,0.0,0.107,0.0,0.0,1.0,1.0
DS_1_RF,0.968,0.805,0.242,0.168,0.434,0.227,0.168,0.007,0.993,0.832
DS_1_XGB,0.969,0.75,0.229,0.15,0.492,0.21,0.15,0.005,0.995,0.85
DS_2_LR,0.969,0.771,0.0,0.0,0.0,0.116,0.0,0.0,1.0,1.0
DS_2_DT,0.95,0.622,0.223,0.234,0.213,0.082,0.234,0.027,0.973,0.766
DS_2_KNN,0.968,0.668,0.075,0.042,0.36,0.087,0.042,0.002,0.998,0.958
DS_2_NB,0.935,0.765,0.163,0.206,0.135,0.112,0.206,0.042,0.958,0.794
DS_2_SVM,0.969,0.601,0.0,0.0,0.0,0.111,0.0,0.0,1.0,1.0
DS_2_RF,0.967,0.798,0.233,0.164,0.407,0.224,0.164,0.008,0.992,0.836
DS_2_XGB,0.968,0.759,0.184,0.117,0.431,0.214,0.117,0.005,0.995,0.883
DS_3_LR,0.969,0.771,0.0,0.0,0.0,0.118,0.0,0.0,1.0,1.0
DS_3_DT,0.951,0.634,0.231,0.238,0.225,0.09,0.238,0.026,0.974,0.762
DS_3_KNN,0.968,0.665,0.075,0.042,0.36,0.085,0.042,0.002,0.998,0.958
DS_3_NB,0.939,0.766,0.168,0.201,0.144,0.109,0.201,0.038,0.962,0.799
DS_3_SVM,0.969,0.612,0.0,0.0,0.0,0.121,0.0,0.0,1.0,1.0
DS_3_RF,0.967,0.786,0.235,0.164,0.417,0.215,0.164,0.007,0.993,0.836
DS_3_XGB,0.969,0.757,0.211,0.136,0.475,0.204,0.136,0.005,0.995,0.864
DS_4_LR,0.969,0.774,0.0,0.0,0.0,0.117,0.0,0.0,1.0,1.0
DS_4_DT,0.957,0.627,0.237,0.22,0.258,0.095,0.22,0.02,0.98,0.78
DS_4_KNN,0.969,0.663,0.076,0.042,0.391,0.084,0.042,0.002,0.998,0.958
DS_4_NB,0.938,0.766,0.172,0.21,0.146,0.109,0.21,0.039,0.961,0.79
DS_4_SVM,0.969,0.605,0.0,0.0,0.0,0.119,0.0,0.0,1.0,1.0
DS_4_RF,0.967,0.796,0.236,0.164,0.422,0.231,0.164,0.007,0.993,0.836
DS_4_XGB,0.969,0.752,0.182,0.112,0.48,0.201,0.112,0.004,0.996,0.888
DS_5_LR,0.969,0.774,0.0,0.0,0.0,0.119,0.0,0.0,1.0,1.0
DS_5_DT,0.957,0.63,0.241,0.224,0.261,0.097,0.224,0.02,0.98,0.776
DS_5_KNN,0.969,0.662,0.077,0.042,0.429,0.087,0.042,0.002,0.998,0.958
DS_5_NB,0.941,0.766,0.166,0.192,0.146,0.112,0.192,0.036,0.964,0.808
DS_5_SVM,0.969,0.617,0.0,0.0,0.0,0.122,0.0,0.0,1.0,1.0
DS_5_RF,0.967,0.792,0.233,0.164,0.402,0.227,0.164,0.008,0.992,0.836
DS_5_XGB,0.969,0.76,0.167,0.103,0.449,0.196,0.103,0.004,0.996,0.897
GReaT_1_LR,0.969,0.769,0.0,0.0,0.0,0.113,0.0,0.0,1.0,1.0
GReaT_1_DT,0.954,0.624,0.236,0.234,0.239,0.089,0.234,0.024,0.976,0.766
GReaT_1_KNN,0.969,0.66,0.084,0.047,0.417,0.085,0.047,0.002,0.998,0.953
GReaT_1_NB,0.939,0.764,0.167,0.201,0.143,0.107,0.201,0.038,0.962,0.799
GReaT_1_SVM,0.969,0.598,0.0,0.0,0.0,0.106,0.0,0.0,1.0,1.0
GReaT_1_RF,0.968,0.799,0.243,0.168,0.439,0.233,0.168,0.007,0.993,0.832
GReaT_1_XGB,0.968,0.756,0.234,0.159,0.447,0.213,0.159,0.006,0.994,0.841
GReaT_2_LR,0.969,0.77,0.0,0.0,0.0,0.114,0.0,0.0,1.0,1.0
GReaT_2_DT,0.953,0.624,0.227,0.224,0.231,0.087,0.224,0.024,0.976,0.776
GReaT_2_KNN,0.969,0.651,0.076,0.042,0.391,0.08,0.042,0.002,0.998,0.958
GReaT_2_NB,0.944,0.764,0.166,0.182,0.152,0.11,0.182,0.032,0.968,0.818
GReaT_2_SVM,0.969,0.588,0.0,0.0,0.0,0.102,0.0,0.0,1.0,1.0
GReaT_2_RF,0.967,0.793,0.24,0.168,0.419,0.222,0.168,0.007,0.993,0.832
GReaT_2_XGB,0.969,0.755,0.217,0.14,0.484,0.205,0.14,0.005,0.995,0.86
GReaT_3_LR,0.969,0.771,0.0,0.0,0.0,0.114,0.0,0.0,1.0,1.0
GReaT_3_DT,0.957,0.627,0.229,0.206,0.259,0.095,0.206,0.019,0.981,0.794
GReaT_3_KNN,0.969,0.65,0.076,0.042,0.391,0.081,0.042,0.002,0.998,0.958
GReaT_3_NB,0.947,0.764,0.159,0.164,0.156,0.111,0.164,0.028,0.972,0.836
GReaT_3_SVM,0.969,0.597,0.0,0.0,0.0,0.111,0.0,0.0,1.0,1.0
GReaT_3_RF,0.968,0.796,0.231,0.159,0.425,0.222,0.159,0.007,0.993,0.841
GReaT_3_XGB,0.969,0.757,0.212,0.136,0.483,0.202,0.136,0.005,0.995,0.864
GReaT_4_LR,0.969,0.77,0.0,0.0,0.0,0.114,0.0,0.0,1.0,1.0
GReaT_4_DT,0.956,0.62,0.238,0.224,0.254,0.091,0.224,0.021,0.979,0.776
GReaT_4_KNN,0.969,0.653,0.076,0.042,0.409,0.083,0.042,0.002,0.998,0.958
GReaT_4_NB,0.952,0.762,0.149,0.136,0.165,0.112,0.136,0.022,0.978,0.864
GReaT_4_SVM,0.969,0.592,0.0,0.0,0.0,0.105,0.0,0.0,1.0,1.0
GReaT_4_RF,0.967,0.789,0.234,0.164,0.412,0.214,0.164,0.007,0.993,0.836
GReaT_4_XGB,0.969,0.752,0.199,0.126,0.466,0.198,0.126,0.005,0.995,0.874
GReaT_5_LR,0.969,0.771,0.0,0.0,0.0,0.113,0.0,0.0,1.0,1.0
GReaT_5_DT,0.956,0.628,0.251,0.238,0.266,0.097,0.238,0.021,0.979,0.762
GReaT_5_KNN,0.969,0.647,0.068,0.037,0.4,0.08,0.037,0.002,0.998,0.963
GReaT_5_NB,0.955,0.763,0.146,0.126,0.174,0.112,0.126,0.019,0.981,0.874
GReaT_5_SVM,0.969,0.585,0.0,0.0,0.0,0.103,0.0,0.0,1.0,1.0
GReaT_5_RF,0.967,0.786,0.236,0.164,0.422,0.216,0.164,0.007,0.993,0.836
GReaT_5_XGB,0.969,0.756,0.212,0.136,0.483,0.194,0.136,0.005,0.995,0.864
Tabula_1_LR,0.969,0.769,0.0,0.0,0.0,0.112,0.0,0.0,1.0,1.0
Tabula_1_DT,0.954,0.644,0.262,0.266,0.258,0.103,0.266,0.024,0.976,0.734
Tabula_1_KNN,0.968,0.655,0.075,0.042,0.346,0.08,0.042,0.003,0.997,0.958
Tabula_1_NB,0.933,0.762,0.159,0.206,0.13,0.102,0.206,0.044,0.956,0.794
Tabula_1_SVM,0.969,0.609,0.0,0.0,0.0,0.109,0.0,0.0,1.0,1.0
Tabula_1_RF,0.968,0.783,0.242,0.168,0.434,0.221,0.168,0.007,0.993,0.832
Tabula_1_XGB,0.97,0.754,0.216,0.136,0.527,0.207,0.136,0.004,0.996,0.864
Tabula_2_LR,0.969,0.768,0.0,0.0,0.0,0.112,0.0,0.0,1.0,1.0
Tabula_2_DT,0.952,0.634,0.246,0.252,0.24,0.093,0.252,0.025,0.975,0.748
Tabula_2_KNN,0.968,0.655,0.091,0.051,0.393,0.084,0.051,0.003,0.997,0.949
Tabula_2_NB,0.932,0.76,0.16,0.21,0.129,0.1,0.21,0.045,0.955,0.79
Tabula_2_SVM,0.969,0.593,0.0,0.0,0.0,0.105,0.0,0.0,1.0,1.0
Tabula_2_RF,0.967,0.79,0.235,0.164,0.417,0.222,0.164,0.007,0.993,0.836
Tabula_2_XGB,0.969,0.77,0.226,0.15,0.464,0.198,0.15,0.005,0.995,0.85
Tabula_3_LR,0.969,0.77,0.0,0.0,0.0,0.113,0.0,0.0,1.0,1.0
Tabula_3_DT,0.951,0.625,0.227,0.234,0.22,0.084,0.234,0.026,0.974,0.766
Tabula_3_KNN,0.968,0.655,0.083,0.047,0.385,0.085,0.047,0.002,0.998,0.953
Tabula_3_NB,0.928,0.763,0.158,0.22,0.123,0.104,0.22,0.05,0.95,0.78
Tabula_3_SVM,0.969,0.573,0.009,0.005,1.0,0.1,0.005,0.0,1.0,0.995
Tabula_3_RF,0.967,0.793,0.222,0.154,0.398,0.221,0.154,0.007,0.993,0.846
Tabula_3_XGB,0.968,0.76,0.207,0.136,0.439,0.209,0.136,0.005,0.995,0.864
Tabula_4_LR,0.969,0.771,0.0,0.0,0.0,0.116,0.0,0.0,1.0,1.0
Tabula_4_DT,0.954,0.646,0.263,0.266,0.259,0.103,0.266,0.024,0.976,0.734
Tabula_4_KNN,0.968,0.662,0.083,0.047,0.37,0.086,0.047,0.003,0.997,0.953
Tabula_4_NB,0.934,0.765,0.163,0.21,0.134,0.108,0.21,0.043,0.957,0.79
Tabula_4_SVM,0.969,0.584,0.0,0.0,0.0,0.108,0.0,0.0,1.0,1.0
Tabula_4_RF,0.968,0.796,0.227,0.154,0.429,0.221,0.154,0.007,0.993,0.846
Tabula_4_XGB,0.968,0.77,0.19,0.121,0.441,0.194,0.121,0.005,0.995,0.879
Tabula_5_LR,0.969,0.77,0.0,0.0,0.0,0.116,0.0,0.0,1.0,1.0
Tabula_5_DT,0.954,0.644,0.253,0.252,0.254,0.102,0.252,0.024,0.976,0.748
Tabula_5_KNN,0.968,0.665,0.076,0.042,0.375,0.087,0.042,0.002,0.998,0.958
Tabula_5_NB,0.937,0.765,0.167,0.206,0.14,0.107,0.206,0.04,0.96,0.794
Tabula_5_SVM,0.969,0.589,0.0,0.0,0.0,0.11,0.0,0.0,1.0,1.0
Tabula_5_RF,0.968,0.793,0.232,0.159,0.43,0.218,0.159,0.007,0.993,0.841
Tabula_5_XGB,0.969,0.756,0.214,0.136,0.509,0.218,0.136,0.004,0.996,0.864
TabDDPM_1_LR,0.969,0.769,0.0,0.0,0.0,0.112,0.0,0.0,1.0,1.0
TabDDPM_1_DT,0.951,0.621,0.211,0.215,0.208,0.08,0.215,0.026,0.974,0.785
TabDDPM_1_KNN,0.968,0.668,0.083,0.047,0.385,0.086,0.047,0.002,0.998,0.953
TabDDPM_1_NB,0.938,0.763,0.164,0.196,0.14,0.112,0.196,0.038,0.962,0.804
TabDDPM_1_SVM,0.969,0.607,0.0,0.0,0.0,0.116,0.0,0.0,1.0,1.0
TabDDPM_1_RF,0.968,0.788,0.242,0.168,0.429,0.235,0.168,0.007,0.993,0.832
TabDDPM_1_XGB,0.968,0.752,0.199,0.131,0.412,0.207,0.131,0.006,0.994,0.869
TabDDPM_2_LR,0.969,0.77,0.0,0.0,0.0,0.114,0.0,0.0,1.0,1.0
TabDDPM_2_DT,0.952,0.623,0.227,0.229,0.226,0.086,0.229,0.025,0.975,0.771
TabDDPM_2_KNN,0.968,0.666,0.083,0.047,0.385,0.086,0.047,0.002,0.998,0.953
TabDDPM_2_NB,0.939,0.763,0.163,0.192,0.141,0.11,0.192,0.037,0.963,0.808
TabDDPM_2_SVM,0.969,0.607,0.0,0.0,0.0,0.117,0.0,0.0,1.0,1.0
TabDDPM_2_RF,0.967,0.791,0.231,0.164,0.393,0.23,0.164,0.008,0.992,0.836
TabDDPM_2_XGB,0.969,0.758,0.221,0.145,0.47,0.198,0.145,0.005,0.995,0.855
TabDDPM_3_LR,0.969,0.77,0.0,0.0,0.0,0.113,0.0,0.0,1.0,1.0
TabDDPM_3_DT,0.952,0.609,0.207,0.206,0.209,0.075,0.206,0.025,0.975,0.794
TabDDPM_3_KNN,0.968,0.664,0.082,0.047,0.345,0.085,0.047,0.003,0.997,0.953
TabDDPM_3_NB,0.942,0.762,0.162,0.182,0.146,0.105,0.182,0.034,0.966,0.818
TabDDPM_3_SVM,0.969,0.618,0.0,0.0,0.0,0.117,0.0,0.0,1.0,1.0
TabDDPM_3_RF,0.967,0.797,0.236,0.164,0.422,0.219,0.164,0.007,0.993,0.836
TabDDPM_3_XGB,0.969,0.761,0.225,0.145,0.5,0.2,0.145,0.005,0.995,0.855
TabDDPM_4_LR,0.969,0.771,0.0,0.0,0.0,0.114,0.0,0.0,1.0,1.0
TabDDPM_4_DT,0.952,0.609,0.21,0.206,0.214,0.077,0.206,0.024,0.976,0.794
TabDDPM_4_KNN,0.968,0.666,0.082,0.047,0.345,0.084,0.047,0.003,0.997,0.953
TabDDPM_4_NB,0.944,0.763,0.169,0.187,0.155,0.105,0.187,0.032,0.968,0.813
TabDDPM_4_SVM,0.969,0.606,0.0,0.0,0.0,0.115,0.0,0.0,1.0,1.0
TabDDPM_4_RF,0.968,0.795,0.231,0.159,0.425,0.222,0.159,0.007,0.993,0.841
TabDDPM_4_XGB,0.969,0.756,0.194,0.121,0.481,0.197,0.121,0.004,0.996,0.879
TabDDPM_5_LR,0.969,0.768,0.0,0.0,0.0,0.111,0.0,0.0,1.0,1.0
TabDDPM_5_DT,0.956,0.616,0.234,0.22,0.251,0.088,0.22,0.021,0.979,0.78
TabDDPM_5_KNN,0.968,0.66,0.067,0.037,0.32,0.08,0.037,0.003,0.997,0.963
TabDDPM_5_NB,0.945,0.76,0.161,0.173,0.151,0.106,0.173,0.031,0.969,0.827
TabDDPM_5_SVM,0.969,0.594,0.0,0.0,0.0,0.115,0.0,0.0,1.0,1.0
TabDDPM_5_RF,0.967,0.798,0.236,0.164,0.422,0.23,0.164,0.007,0.993,0.836
TabDDPM_5_XGB,0.968,0.774,0.183,0.117,0.424,0.207,0.117,0.005,0.995,0.883
