,Accuracy,AUC,F1,Recall,Precision,AP,TPR,FPR,TNR,FNR
CTABGAN_3_RF,0.968,0.716,0.187,0.125,0.37,0.157,0.125,0.007,0.993,0.875
CTABGAN_3_XGB,0.966,0.696,0.211,0.15,0.353,0.147,0.15,0.008,0.992,0.85
CTABGAN_4_LR,0.97,0.728,0.0,0.0,0.0,0.085,0.0,0.0,1.0,1.0
CTABGAN_4_DT,0.952,0.575,0.169,0.162,0.176,0.057,0.162,0.023,0.977,0.838
CTABGAN_4_KNN,0.97,0.58,0.047,0.025,0.4,0.052,0.025,0.001,0.999,0.975
CTABGAN_4_NB,0.952,0.726,0.072,0.062,0.086,0.077,0.062,0.02,0.98,0.938
CTABGAN_4_SVM,0.97,0.554,0.0,0.0,0.0,0.076,0.0,0.0,1.0,1.0
CTABGAN_4_RF,0.968,0.699,0.187,0.125,0.37,0.154,0.125,0.007,0.993,0.875
CTABGAN_4_XGB,0.966,0.71,0.195,0.138,0.333,0.157,0.138,0.008,0.992,0.862
CTABGAN_5_LR,0.97,0.727,0.0,0.0,0.0,0.091,0.0,0.0,1.0,1.0
CTABGAN_5_DT,0.948,0.573,0.158,0.162,0.153,0.052,0.162,0.028,0.972,0.838
CTABGAN_5_KNN,0.97,0.592,0.047,0.025,0.4,0.054,0.025,0.001,0.999,0.975
CTABGAN_5_NB,0.953,0.727,0.074,0.062,0.089,0.077,0.062,0.02,0.98,0.938
CTABGAN_5_SVM,0.97,0.575,0.0,0.0,0.0,0.071,0.0,0.0,1.0,1.0
CTABGAN_5_RF,0.967,0.706,0.185,0.125,0.357,0.149,0.125,0.007,0.993,0.875
CTABGAN_5_XGB,0.968,0.688,0.202,0.138,0.379,0.16,0.138,0.007,0.993,0.862
TVAE_1_LR,0.97,0.723,0.0,0.0,0.0,0.082,0.0,0.0,1.0,1.0
TVAE_1_DT,0.949,0.58,0.169,0.175,0.163,0.056,0.175,0.028,0.972,0.825
TVAE_1_KNN,0.969,0.588,0.045,0.025,0.25,0.051,0.025,0.002,0.998,0.975
TVAE_1_NB,0.919,0.716,0.142,0.225,0.104,0.077,0.225,0.06,0.94,0.775
TVAE_1_SVM,0.97,0.633,0.0,0.0,0.0,0.121,0.0,0.0,1.0,1.0
TVAE_1_RF,0.968,0.718,0.187,0.125,0.37,0.163,0.125,0.007,0.993,0.875
TVAE_1_XGB,0.968,0.707,0.243,0.175,0.4,0.175,0.175,0.008,0.992,0.825
TVAE_2_LR,0.97,0.719,0.0,0.0,0.0,0.08,0.0,0.0,1.0,1.0
TVAE_2_DT,0.949,0.599,0.199,0.212,0.187,0.067,0.212,0.028,0.972,0.788
TVAE_2_KNN,0.969,0.589,0.046,0.025,0.286,0.052,0.025,0.002,0.998,0.975
TVAE_2_NB,0.92,0.712,0.137,0.212,0.101,0.077,0.212,0.058,0.942,0.788
TVAE_2_SVM,0.97,0.643,0.0,0.0,0.0,0.126,0.0,0.0,1.0,1.0
TVAE_2_RF,0.968,0.716,0.187,0.125,0.37,0.166,0.125,0.007,0.993,0.875
TVAE_2_XGB,0.967,0.695,0.212,0.15,0.364,0.191,0.15,0.008,0.992,0.85
TVAE_3_LR,0.97,0.717,0.0,0.0,0.0,0.078,0.0,0.0,1.0,1.0
TVAE_3_DT,0.946,0.572,0.153,0.162,0.144,0.051,0.162,0.03,0.97,0.838
TVAE_3_KNN,0.969,0.595,0.024,0.012,0.2,0.052,0.012,0.002,0.998,0.988
TVAE_3_NB,0.919,0.708,0.128,0.2,0.094,0.075,0.2,0.059,0.941,0.8
TVAE_3_SVM,0.97,0.656,0.0,0.0,0.0,0.137,0.0,0.0,1.0,1.0
TVAE_3_RF,0.968,0.7,0.187,0.125,0.37,0.154,0.125,0.007,0.993,0.875
TVAE_3_XGB,0.966,0.704,0.179,0.125,0.312,0.154,0.125,0.008,0.992,0.875
TVAE_4_LR,0.97,0.716,0.0,0.0,0.0,0.081,0.0,0.0,1.0,1.0
TVAE_4_DT,0.952,0.589,0.188,0.188,0.188,0.063,0.188,0.025,0.975,0.812
TVAE_4_KNN,0.969,0.603,0.047,0.025,0.333,0.06,0.025,0.002,0.998,0.975
TVAE_4_NB,0.914,0.707,0.134,0.225,0.096,0.076,0.225,0.065,0.935,0.775
TVAE_4_SVM,0.97,0.661,0.0,0.0,0.0,0.136,0.0,0.0,1.0,1.0
TVAE_4_RF,0.968,0.706,0.189,0.125,0.385,0.156,0.125,0.006,0.994,0.875
TVAE_4_XGB,0.966,0.709,0.195,0.138,0.333,0.158,0.138,0.008,0.992,0.862
TVAE_5_LR,0.97,0.716,0.0,0.0,0.0,0.079,0.0,0.0,1.0,1.0
TVAE_5_DT,0.95,0.588,0.183,0.188,0.179,0.061,0.188,0.026,0.974,0.812
TVAE_5_KNN,0.969,0.603,0.024,0.012,0.2,0.055,0.012,0.002,0.998,0.988
TVAE_5_NB,0.913,0.704,0.134,0.225,0.095,0.075,0.225,0.066,0.934,0.775
TVAE_5_SVM,0.97,0.664,0.0,0.0,0.0,0.136,0.0,0.0,1.0,1.0
TVAE_5_RF,0.968,0.703,0.189,0.125,0.385,0.152,0.125,0.006,0.994,0.875
TVAE_5_XGB,0.967,0.711,0.2,0.138,0.367,0.144,0.138,0.007,0.993,0.862
DS_1_LR,0.97,0.717,0.0,0.0,0.0,0.083,0.0,0.0,1.0,1.0
DS_1_DT,0.945,0.59,0.169,0.188,0.153,0.058,0.188,0.032,0.968,0.812
DS_1_KNN,0.969,0.585,0.023,0.012,0.167,0.05,0.012,0.002,0.998,0.988
DS_1_NB,0.917,0.718,0.14,0.225,0.101,0.075,0.225,0.061,0.939,0.775
DS_1_SVM,0.97,0.645,0.0,0.0,0.0,0.103,0.0,0.0,1.0,1.0
DS_1_RF,0.968,0.733,0.189,0.125,0.385,0.169,0.125,0.006,0.994,0.875
DS_1_XGB,0.966,0.706,0.195,0.138,0.333,0.159,0.138,0.008,0.992,0.862
DS_2_LR,0.97,0.719,0.0,0.0,0.0,0.079,0.0,0.0,1.0,1.0
DS_2_DT,0.95,0.582,0.174,0.175,0.173,0.058,0.175,0.026,0.974,0.825
DS_2_KNN,0.969,0.58,0.0,0.0,0.0,0.049,0.0,0.002,0.998,1.0
DS_2_NB,0.923,0.718,0.148,0.225,0.11,0.074,0.225,0.056,0.944,0.775
DS_2_SVM,0.97,0.6,0.0,0.0,0.0,0.085,0.0,0.0,1.0,1.0
DS_2_RF,0.967,0.721,0.183,0.125,0.345,0.164,0.125,0.007,0.993,0.875
DS_2_XGB,0.967,0.704,0.2,0.138,0.367,0.16,0.138,0.007,0.993,0.862
DS_3_LR,0.97,0.716,0.0,0.0,0.0,0.083,0.0,0.0,1.0,1.0
DS_3_DT,0.951,0.582,0.176,0.175,0.177,0.059,0.175,0.025,0.975,0.825
DS_3_KNN,0.969,0.585,0.024,0.012,0.2,0.051,0.012,0.002,0.998,0.988
DS_3_NB,0.926,0.718,0.146,0.212,0.111,0.076,0.212,0.052,0.948,0.788
DS_3_SVM,0.97,0.61,0.0,0.0,0.0,0.094,0.0,0.0,1.0,1.0
DS_3_RF,0.966,0.724,0.182,0.125,0.333,0.154,0.125,0.008,0.992,0.875
DS_3_XGB,0.966,0.705,0.196,0.138,0.344,0.167,0.138,0.008,0.992,0.862
DS_4_LR,0.97,0.717,0.0,0.0,0.0,0.077,0.0,0.0,1.0,1.0
DS_4_DT,0.94,0.571,0.14,0.162,0.123,0.047,0.162,0.036,0.964,0.838
DS_4_KNN,0.968,0.596,0.0,0.0,0.0,0.049,0.0,0.002,0.998,1.0
DS_4_NB,0.929,0.72,0.143,0.2,0.112,0.073,0.2,0.049,0.951,0.8
DS_4_SVM,0.97,0.588,0.0,0.0,0.0,0.081,0.0,0.0,1.0,1.0
DS_4_RF,0.966,0.702,0.182,0.125,0.333,0.149,0.125,0.008,0.992,0.875
DS_4_XGB,0.968,0.719,0.189,0.125,0.385,0.158,0.125,0.006,0.994,0.875
DS_5_LR,0.97,0.722,0.0,0.0,0.0,0.077,0.0,0.0,1.0,1.0
DS_5_DT,0.946,0.573,0.153,0.162,0.144,0.051,0.162,0.03,0.97,0.838
DS_5_KNN,0.968,0.603,0.0,0.0,0.0,0.051,0.0,0.002,0.998,1.0
DS_5_NB,0.942,0.723,0.093,0.1,0.087,0.074,0.1,0.032,0.968,0.9
DS_5_SVM,0.97,0.571,0.0,0.0,0.0,0.085,0.0,0.0,1.0,1.0
DS_5_RF,0.968,0.715,0.187,0.125,0.37,0.154,0.125,0.007,0.993,0.875
DS_5_XGB,0.968,0.704,0.171,0.112,0.36,0.138,0.112,0.006,0.994,0.888
GReaT_1_LR,0.97,0.724,0.0,0.0,0.0,0.08,0.0,0.0,1.0,1.0
GReaT_1_DT,0.953,0.601,0.211,0.212,0.21,0.072,0.212,0.025,0.975,0.788
GReaT_1_KNN,0.97,0.59,0.047,0.025,0.4,0.054,0.025,0.001,0.999,0.975
GReaT_1_NB,0.929,0.718,0.136,0.188,0.106,0.077,0.188,0.048,0.952,0.812
GReaT_1_SVM,0.97,0.609,0.0,0.0,0.0,0.099,0.0,0.0,1.0,1.0
GReaT_1_RF,0.968,0.709,0.187,0.125,0.37,0.156,0.125,0.007,0.993,0.875
GReaT_1_XGB,0.966,0.7,0.182,0.125,0.333,0.171,0.125,0.008,0.992,0.875
GReaT_2_LR,0.97,0.723,0.0,0.0,0.0,0.081,0.0,0.0,1.0,1.0
GReaT_2_DT,0.95,0.612,0.202,0.212,0.193,0.073,0.212,0.027,0.973,0.788
GReaT_2_KNN,0.969,0.577,0.024,0.012,0.25,0.046,0.012,0.001,0.999,0.988
GReaT_2_NB,0.917,0.711,0.133,0.212,0.097,0.078,0.212,0.061,0.939,0.788
GReaT_2_SVM,0.97,0.583,0.0,0.0,0.0,0.093,0.0,0.0,1.0,1.0
GReaT_2_RF,0.968,0.709,0.189,0.125,0.385,0.153,0.125,0.006,0.994,0.875
GReaT_2_XGB,0.968,0.714,0.216,0.15,0.387,0.187,0.15,0.007,0.993,0.85
GReaT_3_LR,0.97,0.72,0.0,0.0,0.0,0.086,0.0,0.0,1.0,1.0
GReaT_3_DT,0.951,0.594,0.186,0.188,0.185,0.065,0.188,0.025,0.975,0.812
GReaT_3_KNN,0.97,0.579,0.024,0.012,0.333,0.048,0.012,0.001,0.999,0.988
GReaT_3_NB,0.923,0.71,0.134,0.2,0.101,0.076,0.2,0.055,0.945,0.8
GReaT_3_SVM,0.97,0.562,0.0,0.0,0.0,0.09,0.0,0.0,1.0,1.0
GReaT_3_RF,0.968,0.692,0.189,0.125,0.385,0.148,0.125,0.006,0.994,0.875
GReaT_3_XGB,0.966,0.7,0.179,0.125,0.312,0.161,0.125,0.008,0.992,0.875
GReaT_4_LR,0.97,0.718,0.0,0.0,0.0,0.077,0.0,0.0,1.0,1.0
GReaT_4_DT,0.95,0.606,0.213,0.225,0.202,0.074,0.225,0.027,0.973,0.775
GReaT_4_KNN,0.97,0.587,0.024,0.012,0.333,0.05,0.012,0.001,0.999,0.988
GReaT_4_NB,0.925,0.711,0.129,0.188,0.099,0.076,0.188,0.053,0.947,0.812
GReaT_4_SVM,0.97,0.558,0.0,0.0,0.0,0.098,0.0,0.0,1.0,1.0
GReaT_4_RF,0.967,0.686,0.185,0.125,0.357,0.146,0.125,0.007,0.993,0.875
GReaT_4_XGB,0.967,0.694,0.183,0.125,0.345,0.166,0.125,0.007,0.993,0.875
GReaT_5_LR,0.97,0.718,0.0,0.0,0.0,0.079,0.0,0.0,1.0,1.0
GReaT_5_DT,0.95,0.593,0.192,0.2,0.184,0.064,0.2,0.027,0.973,0.8
GReaT_5_KNN,0.969,0.594,0.0,0.0,0.0,0.059,0.0,0.001,0.999,1.0
GReaT_5_NB,0.909,0.709,0.14,0.25,0.098,0.079,0.25,0.071,0.929,0.75
GReaT_5_SVM,0.97,0.565,0.0,0.0,0.0,0.105,0.0,0.0,1.0,1.0
GReaT_5_RF,0.968,0.709,0.187,0.125,0.37,0.144,0.125,0.007,0.993,0.875
GReaT_5_XGB,0.966,0.676,0.18,0.125,0.323,0.135,0.125,0.008,0.992,0.875
Tabula_1_LR,0.97,0.725,0.0,0.0,0.0,0.085,0.0,0.0,1.0,1.0
Tabula_1_DT,0.95,0.592,0.192,0.2,0.184,0.064,0.2,0.027,0.973,0.8
Tabula_1_KNN,0.968,0.595,0.023,0.012,0.125,0.05,0.012,0.003,0.997,0.988
Tabula_1_NB,0.921,0.719,0.138,0.212,0.102,0.078,0.212,0.058,0.942,0.788
Tabula_1_SVM,0.97,0.61,0.0,0.0,0.0,0.096,0.0,0.0,1.0,1.0
Tabula_1_RF,0.968,0.73,0.189,0.125,0.385,0.173,0.125,0.006,0.994,0.875
Tabula_1_XGB,0.966,0.695,0.196,0.138,0.344,0.176,0.138,0.008,0.992,0.862
Tabula_2_LR,0.97,0.729,0.0,0.0,0.0,0.09,0.0,0.0,1.0,1.0
Tabula_2_DT,0.95,0.59,0.194,0.2,0.188,0.065,0.2,0.026,0.974,0.8
Tabula_2_KNN,0.967,0.602,0.022,0.012,0.1,0.054,0.012,0.003,0.997,0.988
Tabula_2_NB,0.921,0.72,0.131,0.2,0.098,0.08,0.2,0.057,0.943,0.8
Tabula_2_SVM,0.97,0.617,0.0,0.0,0.0,0.099,0.0,0.0,1.0,1.0
Tabula_2_RF,0.967,0.701,0.185,0.125,0.357,0.183,0.125,0.007,0.993,0.875
Tabula_2_XGB,0.967,0.713,0.198,0.138,0.355,0.143,0.138,0.008,0.992,0.862
Tabula_3_LR,0.97,0.725,0.0,0.0,0.0,0.089,0.0,0.0,1.0,1.0
Tabula_3_DT,0.947,0.595,0.194,0.212,0.179,0.064,0.212,0.03,0.97,0.788
Tabula_3_KNN,0.967,0.594,0.043,0.025,0.167,0.06,0.025,0.004,0.996,0.975
Tabula_3_NB,0.917,0.718,0.146,0.238,0.105,0.079,0.238,0.062,0.938,0.762
Tabula_3_SVM,0.97,0.628,0.0,0.0,0.0,0.108,0.0,0.0,1.0,1.0
Tabula_3_RF,0.968,0.713,0.187,0.125,0.37,0.182,0.125,0.007,0.993,0.875
Tabula_3_XGB,0.967,0.69,0.2,0.138,0.367,0.153,0.138,0.007,0.993,0.862
Tabula_4_LR,0.97,0.725,0.0,0.0,0.0,0.087,0.0,0.0,1.0,1.0
Tabula_4_DT,0.944,0.575,0.157,0.175,0.143,0.052,0.175,0.032,0.968,0.825
Tabula_4_KNN,0.967,0.598,0.043,0.025,0.167,0.06,0.025,0.004,0.996,0.975
Tabula_4_NB,0.918,0.716,0.134,0.212,0.098,0.076,0.212,0.06,0.94,0.788
Tabula_4_SVM,0.97,0.623,0.0,0.0,0.0,0.105,0.0,0.0,1.0,1.0
Tabula_4_RF,0.967,0.731,0.185,0.125,0.357,0.188,0.125,0.007,0.993,0.875
Tabula_4_XGB,0.966,0.691,0.195,0.138,0.333,0.183,0.138,0.008,0.992,0.862
Tabula_5_LR,0.97,0.724,0.0,0.0,0.0,0.092,0.0,0.0,1.0,1.0
Tabula_5_DT,0.942,0.592,0.162,0.188,0.143,0.057,0.188,0.035,0.965,0.812
Tabula_5_KNN,0.966,0.594,0.021,0.012,0.071,0.05,0.012,0.005,0.995,0.988
Tabula_5_NB,0.908,0.706,0.134,0.238,0.093,0.071,0.238,0.071,0.929,0.762
Tabula_5_SVM,0.97,0.62,0.0,0.0,0.0,0.094,0.0,0.0,1.0,1.0
Tabula_5_RF,0.967,0.709,0.185,0.125,0.357,0.174,0.125,0.007,0.993,0.875
Tabula_5_XGB,0.966,0.693,0.211,0.15,0.353,0.166,0.15,0.008,0.992,0.85
TabDDPM_1_LR,0.97,0.723,0.0,0.0,0.0,0.081,0.0,0.0,1.0,1.0
TabDDPM_1_DT,0.948,0.598,0.195,0.212,0.181,0.065,0.212,0.03,0.97,0.788
TabDDPM_1_KNN,0.969,0.599,0.046,0.025,0.286,0.052,0.025,0.002,0.998,0.975
TabDDPM_1_NB,0.927,0.716,0.067,0.088,0.054,0.067,0.088,0.047,0.953,0.912
TabDDPM_1_SVM,0.97,0.63,0.0,0.0,0.0,0.091,0.0,0.0,1.0,1.0
TabDDPM_1_RF,0.967,0.71,0.183,0.125,0.345,0.159,0.125,0.007,0.993,0.875
TabDDPM_1_XGB,0.967,0.692,0.198,0.138,0.355,0.158,0.138,0.008,0.992,0.862
TabDDPM_2_LR,0.97,0.709,0.0,0.0,0.0,0.078,0.0,0.0,1.0,1.0
TabDDPM_2_DT,0.949,0.58,0.169,0.175,0.163,0.056,0.175,0.028,0.972,0.825
TabDDPM_2_KNN,0.969,0.587,0.045,0.025,0.25,0.05,0.025,0.002,0.998,0.975
TabDDPM_2_NB,0.934,0.694,0.074,0.088,0.064,0.063,0.088,0.04,0.96,0.912
TabDDPM_2_SVM,0.97,0.585,0.0,0.0,0.0,0.079,0.0,0.0,1.0,1.0
TabDDPM_2_RF,0.967,0.71,0.185,0.125,0.357,0.148,0.125,0.007,0.993,0.875
TabDDPM_2_XGB,0.966,0.706,0.196,0.138,0.344,0.149,0.138,0.008,0.992,0.862
TabDDPM_3_LR,0.97,0.706,0.0,0.0,0.0,0.077,0.0,0.0,1.0,1.0
TabDDPM_3_DT,0.95,0.581,0.174,0.175,0.173,0.058,0.175,0.026,0.974,0.825
TabDDPM_3_KNN,0.969,0.592,0.046,0.025,0.286,0.053,0.025,0.002,0.998,0.975
TabDDPM_3_NB,0.934,0.691,0.074,0.088,0.064,0.063,0.088,0.04,0.96,0.912
TabDDPM_3_SVM,0.97,0.584,0.0,0.0,0.0,0.077,0.0,0.0,1.0,1.0
TabDDPM_3_RF,0.967,0.702,0.185,0.125,0.357,0.158,0.125,0.007,0.993,0.875
TabDDPM_3_XGB,0.966,0.695,0.195,0.138,0.333,0.164,0.138,0.008,0.992,0.862
TabDDPM_4_LR,0.97,0.703,0.0,0.0,0.0,0.078,0.0,0.0,1.0,1.0
TabDDPM_4_DT,0.948,0.586,0.176,0.188,0.167,0.058,0.188,0.029,0.971,0.812
TabDDPM_4_KNN,0.97,0.598,0.047,0.025,0.4,0.057,0.025,0.001,0.999,0.975
TabDDPM_4_NB,0.939,0.687,0.078,0.088,0.071,0.063,0.088,0.035,0.965,0.912
TabDDPM_4_SVM,0.97,0.584,0.0,0.0,0.0,0.073,0.0,0.0,1.0,1.0
TabDDPM_4_RF,0.967,0.69,0.185,0.125,0.357,0.147,0.125,0.007,0.993,0.875
TabDDPM_4_XGB,0.968,0.678,0.216,0.15,0.387,0.148,0.15,0.007,0.993,0.85
TabDDPM_5_LR,0.97,0.701,0.0,0.0,0.0,0.079,0.0,0.0,1.0,1.0
TabDDPM_5_DT,0.951,0.588,0.185,0.188,0.183,0.062,0.188,0.026,0.974,0.812
TabDDPM_5_KNN,0.969,0.598,0.023,0.012,0.167,0.053,0.012,0.002,0.998,0.988
TabDDPM_5_NB,0.941,0.684,0.048,0.05,0.046,0.063,0.05,0.032,0.968,0.95
TabDDPM_5_SVM,0.97,0.609,0.0,0.0,0.0,0.079,0.0,0.0,1.0,1.0
TabDDPM_5_RF,0.968,0.72,0.187,0.125,0.37,0.161,0.125,0.007,0.993,0.875
TabDDPM_5_XGB,0.967,0.691,0.212,0.15,0.364,0.148,0.15,0.008,0.992,0.85
