u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,cillabel,pro
16.0,15.0,13.0,15.0,0.0,0.0,17.0,0.0,9.0,10.0,19.0,1347.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,0.0,0.0,102.0,0.0,0.0,13.0,19.0,327.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,9.0,0.0,206.0,4.0,1.0,11.0,19.0,565.0,11.0,2.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,11.0,0.0,0.0,44.0,7.0,9.0,11.0,19.0,620.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,11.0,17.0,2.0,215.0,168.0,1.0,0.0,13.0,19.0,1273.0,5.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,0.0,0.0,17.0,0.0,9.0,10.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,1.0,0.0,17.0,5.0,9.0,10.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,0.0,78.0,0.0,8.0,11.0,19.0,182.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,4.0,0.0,123.0,0.0,0.0,11.0,19.0,565.0,4.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,5.0,0.0,98.0,0.0,6.0,11.0,19.0,1290.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,2.0,0.0,98.0,0.0,9.0,11.0,19.0,1205.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,2.0,0.0,57.0,0.0,8.0,10.0,19.0,327.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,5.0,0.0,206.0,4.0,9.0,10.0,19.0,1444.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,0.0,0.0,98.0,2.0,9.0,11.0,19.0,1377.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,4.0,0.0,98.0,0.0,5.0,11.0,19.0,1408.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,11.0,13.0,10.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,407.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,16.0,15.0,16.0,0.0,0.0,114.0,9.0,9.0,11.0,19.0,335.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,4.0,0.0,39.0,9.0,9.0,10.0,19.0,1481.0,9.0,5.0,0.0,0.0,0.0,0.0
16.0,15.0,11.0,13.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,1123.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,4.0,0.0,98.0,2.0,4.0,13.0,19.0,822.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,5.0,0.0,65.0,0.0,0.0,13.0,3.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,9.0,0.0,78.0,0.0,0.0,11.0,19.0,327.0,12.0,3.0,0.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,7.0,0.0,152.0,1.0,4.0,13.0,19.0,1424.0,2.0,10.0,0.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,7.0,1541.0,199.0,0.0,0.0,13.0,19.0,1026.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,11.0,13.0,15.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,5.0,0.0,100.0,0.0,0.0,13.0,16.0,211.0,6.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,8.0,0.0,100.0,0.0,0.0,13.0,16.0,274.0,8.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,1122.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,8.0,0.0,51.0,0.0,0.0,13.0,19.0,1185.0,14.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,2859.0,173.0,7.0,9.0,11.0,19.0,739.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,11.0,2.0,0.0,78.0,0.0,9.0,10.0,19.0,1361.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,13.0,11.0,0.0,0.0,143.0,7.0,9.0,11.0,19.0,928.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,15.0,17.0,2.0,0.0,177.0,0.0,0.0,11.0,19.0,874.0,11.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,9.0,0.0,30.0,0.0,0.0,11.0,19.0,842.0,7.0,2.0,0.0,0.0,0.0,0.0
14.0,11.0,14.0,15.0,0.0,0.0,219.0,0.0,9.0,11.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,7.0,0.0,171.0,0.0,0.0,11.0,19.0,73.0,9.0,8.0,0.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,0.0,57.0,0.0,0.0,13.0,19.0,978.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,13.0,11.0,0.0,0.0,216.0,0.0,0.0,13.0,16.0,1088.0,5.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,13.0,11.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,1026.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,5.0,0.0,171.0,0.0,0.0,13.0,16.0,1185.0,11.0,5.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,6.0,0.0,98.0,0.0,2.0,11.0,19.0,620.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,15.0,0.0,0.0,98.0,6.0,9.0,11.0,19.0,739.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,15.0,17.0,5.0,1177.0,17.0,0.0,0.0,11.0,19.0,842.0,7.0,2.0,0.0,0.0,0.0,0.0
13.0,17.0,14.0,17.0,0.0,0.0,193.0,0.0,0.0,13.0,19.0,916.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,2.0,0.0,104.0,8.0,9.0,11.0,19.0,998.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,4.0,0.0,38.0,0.0,0.0,13.0,19.0,1087.0,16.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,9.0,11.0,19.0,1088.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,11.0,13.0,12.0,0.0,0.0,44.0,9.0,9.0,11.0,19.0,822.0,9.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,4.0,0.0,27.0,3.0,0.0,13.0,19.0,327.0,4.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,5.0,0.0,27.0,0.0,0.0,13.0,19.0,739.0,5.0,8.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,7.0,0.0,96.0,0.0,0.0,13.0,19.0,591.0,4.0,3.0,0.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,7.0,0.0,65.0,7.0,9.0,11.0,19.0,508.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,5.0,0.0,98.0,4.0,9.0,11.0,19.0,778.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,5.0,0.0,65.0,0.0,0.0,11.0,19.0,847.0,2.0,6.0,0.0,0.0,0.0,0.0
15.0,16.0,15.0,16.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,335.0,6.0,1.0,1.0,1.0,0.0,100.0
15.0,16.0,15.0,16.0,0.0,0.0,10.0,3.0,9.0,13.0,19.0,619.0,14.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,0.0,0.0,78.0,0.0,9.0,11.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,11.0,15.0,0.0,879.0,168.0,0.0,3.0,13.0,19.0,1089.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,4.0,0.0,216.0,0.0,0.0,13.0,19.0,841.0,2.0,2.0,0.0,1.0,0.0,100.0
15.0,16.0,16.0,16.0,0.0,0.0,98.0,0.0,0.0,11.0,19.0,335.0,9.0,1.0,0.0,0.0,0.0,0.0
10.0,11.0,14.0,15.0,0.0,0.0,98.0,0.0,2.0,11.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,15.0,11.0,0.0,0.0,78.0,4.0,9.0,10.0,19.0,1361.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,6.0,0.0,171.0,0.0,0.0,11.0,19.0,506.0,4.0,2.0,0.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,4.0,0.0,98.0,0.0,5.0,11.0,19.0,998.0,13.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,6.0,879.0,199.0,0.0,4.0,11.0,19.0,508.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,2.0,0.0,16.0,7.0,9.0,11.0,19.0,1347.0,9.0,3.0,0.0,0.0,0.0,0.0
15.0,17.0,14.0,17.0,0.0,0.0,219.0,0.0,0.0,13.0,19.0,1363.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,6.0,0.0,98.0,0.0,0.0,13.0,19.0,943.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,3.0,0.0,27.0,0.0,0.0,13.0,19.0,591.0,13.0,1.0,0.0,0.0,0.0,0.0
13.0,17.0,13.0,17.0,9.0,0.0,96.0,0.0,0.0,13.0,19.0,1300.0,2.0,4.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,11.0,0.0,0.0,98.0,0.0,7.0,11.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,6.0,0.0,219.0,8.0,9.0,11.0,19.0,778.0,13.0,1.0,0.0,1.0,0.0,100.0
14.0,17.0,10.0,17.0,0.0,0.0,98.0,0.0,6.0,11.0,19.0,1185.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,2.0,0.0,219.0,0.0,7.0,11.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,13.0,13.0,0.0,0.0,112.0,2.0,9.0,11.0,19.0,998.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,11.0,2.0,0.0,152.0,9.0,9.0,13.0,11.0,1403.0,9.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,4.0,0.0,16.0,0.0,2.0,11.0,19.0,167.0,9.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,15.0,0.0,0.0,98.0,6.0,9.0,11.0,19.0,778.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,9.0,1674.0,21.0,6.0,9.0,11.0,19.0,842.0,7.0,1.0,1.0,0.0,0.0,0.0
13.0,15.0,14.0,13.0,0.0,0.0,98.0,7.0,9.0,11.0,19.0,1300.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,0.0,0.0,98.0,0.0,8.0,11.0,19.0,841.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,0.0,112.0,6.0,9.0,13.0,19.0,619.0,7.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,0.0,0.0,65.0,2.0,8.0,13.0,19.0,327.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,2.0,0.0,98.0,2.0,9.0,10.0,19.0,934.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,10.0,17.0,5.0,0.0,98.0,2.0,9.0,10.0,19.0,369.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,0.0,0.0,17.0,6.0,9.0,13.0,19.0,1278.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,10.0,11.0,0.0,26.0,199.0,0.0,0.0,13.0,19.0,927.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,7.0,0.0,219.0,0.0,0.0,13.0,19.0,778.0,9.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,11.0,17.0,4.0,0.0,98.0,5.0,9.0,13.0,19.0,1123.0,5.0,4.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,9.0,0.0,96.0,0.0,0.0,11.0,2.0,506.0,4.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,4.0,0.0,168.0,1.0,0.0,13.0,19.0,874.0,7.0,2.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,4.0,0.0,98.0,0.0,1.0,10.0,19.0,1481.0,7.0,4.0,0.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,0.0,98.0,0.0,0.0,13.0,19.0,779.0,13.0,1.0,0.0,0.0,0.0,0.0
15.0,16.0,15.0,16.0,0.0,0.0,8.0,1.0,9.0,11.0,19.0,1243.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,15.0,0.0,0.0,71.0,9.0,9.0,11.0,19.0,778.0,9.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,0.0,0.0,219.0,0.0,7.0,14.0,19.0,929.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,11.0,2.0,0.0,65.0,8.0,9.0,11.0,19.0,1319.0,17.0,1.0,0.0,0.0,0.0,0.0
15.0,16.0,15.0,16.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,619.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,6.0,0.0,100.0,0.0,0.0,13.0,19.0,1403.0,4.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,5.0,0.0,216.0,0.0,0.0,14.0,16.0,565.0,7.0,3.0,0.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,9.0,0.0,131.0,0.0,0.0,11.0,19.0,1347.0,2.0,2.0,0.0,0.0,0.0,0.0
16.0,15.0,13.0,12.0,0.0,0.0,98.0,4.0,9.0,10.0,19.0,998.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,11.0,0.0,0.0,112.0,2.0,9.0,11.0,19.0,739.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,4.0,1177.0,17.0,0.0,0.0,11.0,19.0,1193.0,13.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,9.0,0.0,63.0,0.0,0.0,13.0,3.0,298.0,12.0,6.0,0.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,4.0,0.0,37.0,8.0,9.0,12.0,11.0,822.0,1.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,11.0,0.0,0.0,112.0,0.0,0.0,10.0,19.0,1481.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,2.0,0.0,78.0,2.0,9.0,11.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,2.0,0.0,65.0,0.0,0.0,13.0,19.0,24.0,10.0,18.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,4.0,0.0,171.0,0.0,0.0,13.0,19.0,591.0,2.0,2.0,0.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,0.0,78.0,2.0,9.0,11.0,19.0,335.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,16.0,15.0,16.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,1243.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,11.0,14.0,13.0,0.0,0.0,168.0,0.0,0.0,13.0,19.0,327.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,6.0,0.0,44.0,0.0,0.0,13.0,19.0,1194.0,18.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,5.0,0.0,98.0,8.0,9.0,10.0,19.0,1277.0,4.0,3.0,0.0,1.0,0.0,100.0
15.0,16.0,15.0,16.0,0.0,0.0,37.0,7.0,9.0,10.0,19.0,619.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,17.0,13.0,17.0,9.0,0.0,44.0,0.0,8.0,11.0,19.0,1156.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,0.0,109.0,0.0,9.0,13.0,19.0,565.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,7.0,0.0,78.0,0.0,9.0,13.0,19.0,903.0,14.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,7.0,0.0,78.0,0.0,4.0,11.0,19.0,591.0,12.0,9.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,11.0,0.0,0.0,98.0,1.0,9.0,11.0,19.0,1403.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,9.0,0.0,219.0,0.0,0.0,13.0,19.0,327.0,2.0,3.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,7.0,0.0,171.0,0.0,0.0,13.0,19.0,591.0,6.0,7.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,4.0,0.0,112.0,0.0,6.0,13.0,19.0,842.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,0.0,11.0,19.0,1087.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,3.0,0.0,112.0,0.0,1.0,11.0,19.0,1205.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,11.0,15.0,15.0,0.0,0.0,17.0,0.0,9.0,10.0,19.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,15.0,17.0,0.0,0.0,17.0,3.0,9.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,4.0,0.0,171.0,0.0,0.0,10.0,19.0,1277.0,9.0,1.0,0.0,1.0,0.0,100.0
10.0,17.0,14.0,17.0,2.0,0.0,199.0,8.0,2.0,13.0,19.0,784.0,5.0,3.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,6.0,0.0,98.0,0.0,0.0,11.0,19.0,1403.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,0.0,49.0,0.0,0.0,11.0,19.0,828.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,7.0,0.0,206.0,0.0,0.0,11.0,19.0,565.0,13.0,1.0,0.0,0.0,0.0,0.0
13.0,17.0,14.0,17.0,0.0,0.0,78.0,0.0,9.0,11.0,19.0,293.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,15.0,13.0,10.0,0.0,1117.0,157.0,0.0,2.0,11.0,19.0,1391.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,11.0,0.0,0.0,112.0,0.0,0.0,11.0,19.0,841.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,9.0,0.0,10.0,7.0,7.0,13.0,19.0,1086.0,10.0,7.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,11.0,0.0,0.0,219.0,0.0,9.0,14.0,19.0,1185.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,0.0,10.0,0.0,6.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,4.0,0.0,168.0,0.0,0.0,13.0,19.0,591.0,16.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,10.0,17.0,3.0,0.0,98.0,0.0,9.0,11.0,19.0,735.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,9.0,0.0,219.0,0.0,0.0,11.0,19.0,506.0,11.0,9.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,11.0,0.0,0.0,22.0,4.0,6.0,13.0,19.0,565.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,3.0,0.0,171.0,0.0,0.0,13.0,19.0,591.0,2.0,3.0,0.0,0.0,0.0,0.0
16.0,11.0,13.0,15.0,0.0,0.0,168.0,6.0,9.0,10.0,19.0,1424.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,3.0,0.0,57.0,0.0,0.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,16.0,17.0,16.0,0.0,0.0,57.0,5.0,9.0,10.0,19.0,1075.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,9.0,0.0,100.0,0.0,0.0,11.0,19.0,327.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,15.0,0.0,0.0,65.0,2.0,2.0,11.0,19.0,1185.0,6.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,3.0,0.0,171.0,0.0,0.0,11.0,19.0,565.0,5.0,2.0,0.0,1.0,0.0,100.0
16.0,17.0,13.0,17.0,6.0,0.0,112.0,0.0,9.0,10.0,19.0,1088.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,5.0,0.0,57.0,0.0,0.0,13.0,19.0,1185.0,9.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,0.0,98.0,6.0,9.0,11.0,19.0,160.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,15.0,11.0,0.0,0.0,112.0,3.0,9.0,10.0,19.0,998.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,15.0,14.0,10.0,0.0,879.0,168.0,0.0,0.0,13.0,19.0,784.0,7.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,0.0,0.0,98.0,0.0,1.0,11.0,19.0,1408.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,0.0,744.0,168.0,7.0,9.0,11.0,19.0,1403.0,11.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,9.0,0.0,25.0,0.0,7.0,13.0,19.0,211.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,0.0,0.0,112.0,0.0,7.0,11.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,15.0,0.0,0.0,98.0,4.0,9.0,10.0,19.0,841.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,0.0,0.0,171.0,0.0,2.0,13.0,19.0,93.0,11.0,1.0,0.0,1.0,0.0,100.0
10.0,17.0,10.0,17.0,6.0,879.0,168.0,0.0,0.0,11.0,19.0,929.0,16.0,1.0,0.0,0.0,0.0,0.0
11.0,11.0,14.0,11.0,0.0,0.0,171.0,0.0,0.0,13.0,19.0,1377.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,15.0,11.0,13.0,0.0,0.0,95.0,0.0,9.0,11.0,19.0,1075.0,7.0,1.0,1.0,0.0,0.0,0.0
13.0,11.0,14.0,11.0,0.0,0.0,218.0,6.0,9.0,13.0,19.0,1300.0,2.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,0.0,98.0,2.0,9.0,10.0,19.0,1319.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,5.0,0.0,78.0,0.0,8.0,11.0,19.0,678.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,4.0,0.0,25.0,8.0,6.0,13.0,19.0,565.0,11.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,6.0,0.0,63.0,0.0,0.0,13.0,19.0,1193.0,20.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,15.0,11.0,0.0,3093.0,116.0,8.0,9.0,11.0,19.0,848.0,13.0,1.0,0.0,0.0,0.0,0.0
14.0,11.0,10.0,15.0,0.0,0.0,98.0,0.0,9.0,11.0,19.0,1185.0,9.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,9.0,0.0,98.0,0.0,0.0,13.0,19.0,903.0,7.0,2.0,0.0,0.0,0.0,0.0
