u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,cillabel,pro
14,17,13,17,9,106.0,133.0,2,6,11,19,581.0,8.0,2.0,0,0,0,0
11,17,15,17,0,797.0,175.0,0,2,10,19,868.0,5.0,4.0,1,0,0,0
15,16,15,16,0,79.0,218.0,0,0,11,19,1149.0,6.0,5.0,1,0,0,0
10,17,10,17,2,138.0,215.0,9,9,11,19,1076.0,10.0,8.0,0,0,0,0
16,17,13,17,9,3067.0,206.0,0,0,11,19,905.0,2.0,5.0,0,0,0,0
11,15,13,10,0,52.0,211.0,8,9,10,19,1357.0,8.0,3.0,0,0,0,0
10,17,10,17,9,139.0,176.0,9,8,13,19,906.0,8.0,3.0,0,0,0,0
14,17,13,17,0,30.0,101.0,0,1,10,19,1335.0,5.0,6.0,0,1,0,100
16,11,14,11,0,1206.0,16.0,9,9,11,19,162.0,6.0,1.0,1,0,0,0
14,11,14,12,0,38.0,73.0,4,9,11,19,591.0,5.0,4.0,1,0,0,0
14,17,14,17,8,154.0,14.0,0,0,11,19,1309.0,6.0,2.0,1,0,0,0
11,17,14,17,0,1881.0,57.0,0,8,13,16,826.0,7.0,1.0,1,1,0,100
13,17,13,17,0,71.0,95.0,7,9,13,19,280.0,6.0,4.0,1,0,0,0
14,15,14,12,0,13.0,92.0,0,3,13,19,520.0,19.0,2.0,0,0,0,0
10,11,14,11,0,1326.0,7.0,0,0,10,19,866.0,4.0,13.0,0,0,0,0
14,15,15,15,0,81.0,218.0,0,9,10,16,20.0,6.0,3.0,1,0,0,0
11,12,14,12,0,149.0,91.0,0,3,11,19,682.0,6.0,4.0,1,0,0,0
11,17,13,17,0,2248.0,213.0,7,9,11,19,49.0,7.0,2.0,1,0,0,0
10,17,14,17,7,88.0,86.0,0,0,11,19,590.0,6.0,7.0,0,0,0,0
16,14,14,14,0,113.0,46.0,4,9,13,19,68.0,7.0,3.0,1,0,0,0
14,17,14,17,9,87.0,102.0,4,1,11,19,775.0,6.0,3.0,0,0,0,0
14,17,15,11,0,130.0,166.0,0,7,10,19,686.0,5.0,1.0,1,0,0,0
14,17,14,11,4,86.0,64.0,0,0,13,3,1393.0,4.0,8.0,0,0,0,0
10,17,14,17,7,3181.0,204.0,1,9,13,19,725.0,6.0,4.0,1,0,0,0
10,17,14,17,5,96.0,19.0,0,0,11,19,1464.0,6.0,3.0,0,0,0,0
10,17,13,17,5,94.0,119.0,0,7,11,19,786.0,5.0,1.0,1,0,0,0
14,17,13,17,8,71.0,35.0,8,7,10,19,565.0,5.0,2.0,1,0,0,0
15,16,15,16,0,95.0,102.0,0,0,11,19,1207.0,9.0,4.0,0,0,0,0
14,17,14,17,5,61.0,125.0,4,2,13,19,566.0,4.0,11.0,0,0,0,0
14,17,15,11,0,92.0,95.0,0,0,11,3,843.0,11.0,4.0,0,0,0,0
14,17,14,11,0,46.0,103.0,9,9,13,19,931.0,5.0,5.0,0,0,0,0
14,17,15,17,6,30.0,99.0,0,2,11,19,68.0,18.0,4.0,0,0,0,0
16,17,14,13,0,189.0,103.0,1,8,13,19,1392.0,6.0,4.0,1,0,0,0
10,17,14,17,7,98.0,67.0,4,9,13,19,1420.0,19.0,4.0,0,0,0,0
10,17,15,17,7,105.0,55.0,3,9,11,19,926.0,6.0,5.0,1,0,0,0
14,17,10,15,0,76.0,26.0,6,8,11,19,1360.0,10.0,2.0,0,1,0,100
15,17,13,17,9,14.0,172.0,0,0,13,19,1186.0,1.0,2.0,0,0,0,0
10,11,10,11,0,121.0,210.0,0,0,13,19,899.0,5.0,3.0,0,0,0,0
15,16,16,16,0,140.0,91.0,0,9,11,19,157.0,5.0,2.0,1,0,0,0
10,11,10,11,0,147.0,16.0,0,0,13,19,907.0,6.0,3.0,0,0,0,0
14,17,14,17,2,134.0,206.0,0,0,13,19,1114.0,5.0,8.0,0,0,0,0
14,17,13,17,2,143.0,92.0,7,7,13,19,588.0,6.0,4.0,0,0,0,0
16,17,10,13,0,147.0,65.0,5,4,10,19,1444.0,5.0,1.0,1,0,0,0
15,16,15,16,0,86.0,208.0,0,0,11,19,1343.0,2.0,4.0,0,0,0,0
11,17,14,17,5,62.0,32.0,7,8,13,19,1384.0,10.0,2.0,0,0,0,0
16,17,10,11,0,112.0,138.0,2,9,13,19,330.0,6.0,2.0,1,0,0,0
11,17,13,17,2,44.0,50.0,9,9,10,19,370.0,6.0,1.0,1,0,0,0
14,17,14,11,0,1723.0,14.0,0,7,13,19,289.0,7.0,5.0,1,0,0,0
10,17,10,11,0,135.0,45.0,9,9,13,2,1043.0,4.0,6.0,0,0,0,0
14,17,14,15,0,143.0,209.0,0,8,13,19,1310.0,6.0,2.0,1,0,0,0
14,11,14,11,3,94.0,103.0,0,0,13,19,1254.0,15.0,3.0,0,0,0,0
10,11,14,10,0,151.0,173.0,2,8,11,19,403.0,6.0,5.0,1,0,0,0
14,17,13,17,5,1208.0,61.0,0,0,11,19,471.0,8.0,3.0,0,1,0,0
14,17,13,17,7,72.0,5.0,0,4,10,11,1269.0,6.0,2.0,1,0,0,0
14,11,15,11,0,105.0,54.0,2,9,12,19,1337.0,9.0,5.0,0,0,0,0
10,17,14,11,0,159.0,4.0,0,0,13,19,296.0,5.0,4.0,0,0,0,0
11,17,13,17,3,146.0,94.0,0,7,11,19,51.0,6.0,3.0,1,0,0,0
14,11,13,15,0,286.0,113.0,0,0,13,19,883.0,6.0,6.0,0,0,0,0
10,17,13,17,7,13.0,147.0,8,6,11,19,912.0,2.0,2.0,0,0,0,0
13,15,13,15,2,98.0,211.0,0,4,11,7,1327.0,11.0,3.0,0,0,0,0
10,17,15,11,6,78.0,195.0,0,0,11,19,1255.0,2.0,3.0,0,0,0,0
14,17,13,17,5,100.0,52.0,0,0,13,19,1269.0,8.0,3.0,0,0,0,0
16,17,14,17,9,135.0,214.0,1,0,11,19,1390.0,6.0,4.0,0,0,0,0
11,17,13,17,5,2748.0,212.0,2,2,11,12,1204.0,9.0,5.0,0,0,0,0
16,17,15,11,2,1551.0,157.0,0,0,11,19,1266.0,17.0,4.0,0,0,0,0
15,17,14,17,0,19.0,98.0,0,9,11,19,1401.0,6.0,3.0,1,0,0,0
14,17,13,17,4,2266.0,15.0,0,9,13,19,549.0,6.0,5.0,1,0,0,0
11,17,14,11,0,445.0,171.0,3,9,13,19,378.0,7.0,2.0,1,0,0,0
15,17,13,15,0,3081.0,215.0,6,9,13,19,233.0,7.0,2.0,1,0,0,0
14,17,13,17,6,130.0,83.0,9,9,13,19,1328.0,6.0,3.0,0,0,0,0
14,17,15,11,0,2725.0,147.0,1,6,11,19,535.0,17.0,4.0,0,0,0,0
16,17,11,11,0,2254.0,170.0,0,0,13,19,931.0,7.0,4.0,1,0,0,0
11,10,13,12,0,1227.0,125.0,0,0,13,19,1399.0,11.0,4.0,0,0,0,0
11,17,14,11,4,804.0,167.0,0,7,13,19,1351.0,10.0,3.0,0,0,0,0
14,17,14,17,0,91.0,30.0,0,3,13,19,360.0,5.0,5.0,0,0,0,0
10,17,11,17,6,145.0,110.0,5,2,12,19,361.0,10.0,5.0,0,0,0,0
10,11,13,15,0,85.0,119.0,0,3,11,19,1482.0,6.0,4.0,1,0,0,0
10,15,14,15,0,108.0,213.0,5,9,13,19,140.0,13.0,4.0,0,1,0,80
10,11,10,15,0,3032.0,201.0,7,9,11,19,944.0,7.0,3.0,1,0,0,0
15,16,15,16,0,101.0,78.0,2,9,13,19,633.0,13.0,4.0,0,0,0,0
14,17,10,15,2,97.0,55.0,0,0,13,19,218.0,10.0,2.0,0,0,0,0
16,17,15,17,5,92.0,113.0,9,9,11,19,186.0,10.0,1.0,0,0,0,0
16,17,10,13,0,62.0,103.0,9,9,13,19,354.0,7.0,3.0,1,0,0,0
10,17,10,11,0,59.0,210.0,0,1,14,19,227.0,17.0,4.0,0,0,0,0
14,17,15,17,6,2387.0,209.0,0,5,11,19,620.0,7.0,5.0,1,0,0,0
11,17,13,17,9,6.0,58.0,4,9,10,19,1392.0,5.0,3.0,1,0,0,0
10,17,14,17,4,800.0,165.0,0,0,13,16,81.0,7.0,1.0,0,0,0,0
14,11,14,13,0,153.0,78.0,0,3,12,19,1215.0,1.0,4.0,0,1,0,80
14,17,13,17,2,29.0,92.0,0,1,11,19,20.0,5.0,5.0,1,0,0,0
14,15,13,15,0,2251.0,147.0,0,5,11,19,364.0,7.0,2.0,1,0,0,0
16,17,14,17,9,34.0,16.0,4,6,13,19,185.0,5.0,2.0,0,0,0,0
10,17,14,17,6,1721.0,167.0,0,9,10,19,1476.0,7.0,1.0,1,1,0,100
16,17,14,12,0,149.0,95.0,0,9,11,19,1026.0,6.0,1.0,1,0,0,0
16,11,11,15,0,4.0,56.0,0,9,11,11,1054.0,5.0,2.0,1,0,0,0
14,17,13,17,2,68.0,113.0,0,9,11,19,515.0,5.0,3.0,1,1,0,40
16,17,14,17,0,176.0,167.0,1,9,13,19,906.0,7.0,4.0,1,0,0,0
10,17,13,13,0,1316.0,203.0,0,0,11,19,701.0,7.0,3.0,1,0,0,0
10,17,13,17,0,35.0,169.0,0,9,13,19,815.0,7.0,2.0,1,0,0,0
16,17,14,10,0,103.0,214.0,6,9,13,19,1035.0,7.0,1.0,1,0,0,0
10,11,13,15,0,1171.0,158.0,0,4,11,19,883.0,7.0,4.0,1,0,0,0
16,17,10,17,7,29.0,85.0,1,0,13,19,356.0,6.0,9.0,0,0,0,0
11,17,13,17,7,80.0,48.0,9,9,11,19,329.0,13.0,5.0,0,0,0,0
14,17,14,17,3,6.0,155.0,0,9,11,19,820.0,6.0,5.0,1,0,0,0
15,16,15,16,0,16.0,202.0,7,9,11,19,1188.0,7.0,2.0,1,0,0,0
11,15,14,15,1,1751.0,171.0,0,0,13,19,835.0,14.0,1.0,0,0,0,0
16,17,11,17,5,32.0,3.0,4,6,11,19,990.0,9.0,1.0,0,0,0,0
11,11,15,15,2,57.0,82.0,0,0,11,19,1392.0,10.0,2.0,0,0,0,0
11,17,14,15,0,117.0,52.0,0,0,13,19,817.0,4.0,2.0,0,0,0,0
11,17,15,17,4,134.0,49.0,0,0,11,19,1395.0,15.0,5.0,0,0,0,0
14,17,15,11,0,1740.0,168.0,0,0,11,19,468.0,10.0,3.0,0,0,0,0
16,17,11,17,4,3055.0,101.0,3,4,13,19,622.0,19.0,3.0,0,0,0,0
14,17,10,11,4,1382.0,16.0,0,7,12,19,1148.0,6.0,5.0,1,0,0,0
11,11,14,11,5,154.0,217.0,1,7,13,19,1376.0,10.0,1.0,0,0,0,0
11,17,14,15,0,9.0,168.0,0,9,11,19,632.0,5.0,3.0,1,0,0,0
15,16,17,16,0,2817.0,111.0,1,9,11,19,1180.0,6.0,3.0,1,0,0,0
15,17,14,15,0,135.0,115.0,0,0,11,19,167.0,6.0,3.0,1,0,0,0
14,17,10,11,0,3082.0,109.0,3,2,13,19,1136.0,11.0,7.0,0,0,0,0
15,16,16,16,0,1474.0,7.0,0,2,13,19,1167.0,10.0,3.0,0,0,0,0
15,16,15,16,0,2645.0,206.0,0,9,11,19,1338.0,7.0,3.0,1,0,0,0
15,17,14,17,8,70.0,72.0,2,6,11,19,1407.0,6.0,4.0,1,0,0,0
10,17,11,17,2,825.0,143.0,0,0,11,19,621.0,1.0,8.0,0,0,0,0
14,17,13,17,7,75.0,216.0,0,1,11,19,281.0,9.0,4.0,0,0,0,0
15,16,15,16,0,862.0,214.0,0,6,13,19,1343.0,7.0,5.0,1,1,0,20
10,17,15,17,0,91.0,176.0,8,6,11,19,781.0,9.0,3.0,0,1,0,0
14,17,13,17,6,81.0,216.0,0,0,13,11,359.0,11.0,4.0,0,0,0,0
16,13,13,13,0,50.0,172.0,7,9,11,19,55.0,19.0,5.0,0,1,0,100
14,17,14,11,2,57.0,138.0,4,3,10,19,1422.0,11.0,2.0,0,0,0,0
14,17,10,17,9,133.0,133.0,7,9,13,19,1169.0,2.0,2.0,0,0,0,0
14,17,13,15,0,40.0,20.0,9,9,11,19,597.0,6.0,2.0,1,0,0,0
10,11,14,11,0,89.0,96.0,0,0,13,19,735.0,9.0,7.0,0,0,0,0
16,17,14,17,4,2.0,92.0,0,0,13,19,26.0,5.0,9.0,0,0,0,0
16,17,13,15,0,118.0,106.0,0,9,11,19,985.0,7.0,4.0,1,0,0,0
16,17,15,17,4,2762.0,21.0,1,6,11,19,478.0,1.0,2.0,0,0,0,0
11,11,14,15,0,7.0,152.0,0,3,11,19,377.0,6.0,2.0,0,0,0,0
10,17,14,17,9,45.0,149.0,4,2,13,19,915.0,2.0,3.0,0,0,0,0
16,11,13,11,0,2588.0,212.0,0,0,11,16,196.0,9.0,4.0,0,0,0,0
16,17,13,17,4,152.0,21.0,0,6,10,19,1019.0,6.0,4.0,1,0,0,0
16,17,10,17,4,56.0,21.0,7,9,10,17,309.0,5.0,2.0,1,0,0,0
11,15,13,13,0,2436.0,20.0,3,0,13,19,633.0,15.0,4.0,0,0,0,0
14,17,13,17,9,57.0,77.0,5,7,11,19,550.0,9.0,2.0,0,0,0,0
11,11,13,11,2,151.0,143.0,1,3,11,4,334.0,1.0,11.0,0,0,0,0
11,17,14,17,4,101.0,188.0,6,9,11,19,611.0,6.0,2.0,1,0,0,0
10,14,13,14,2,99.0,92.0,2,3,13,19,77.0,7.0,32.0,0,0,0,0
10,17,14,17,2,114.0,199.0,0,0,13,19,1451.0,6.0,3.0,1,0,0,0
11,17,15,17,4,1655.0,165.0,9,9,10,19,1367.0,5.0,4.0,1,0,0,0
11,17,14,17,8,66.0,97.0,0,0,13,19,1407.0,14.0,5.0,0,0,0,0
11,11,14,15,0,104.0,97.0,4,9,13,19,327.0,6.0,2.0,1,0,0,0
10,17,10,11,8,1594.0,60.0,0,0,11,19,911.0,7.0,1.0,0,0,0,0
13,17,13,17,0,509.0,17.0,1,9,11,19,242.0,7.0,3.0,1,0,0,0
10,17,14,17,0,53.0,134.0,9,9,13,19,862.0,9.0,3.0,0,0,0,0
14,13,13,16,0,38.0,87.0,0,9,11,19,71.0,6.0,2.0,1,0,0,0
16,17,14,17,4,102.0,211.0,8,9,11,19,430.0,5.0,3.0,1,1,0,60
16,17,13,17,0,60.0,118.0,2,8,11,19,84.0,5.0,3.0,1,0,0,0
16,17,10,17,4,139.0,90.0,0,0,10,19,1192.0,6.0,1.0,1,0,0,0
10,15,15,15,7,91.0,104.0,0,0,11,19,910.0,16.0,1.0,0,0,0,0
10,17,13,17,0,66.0,170.0,4,7,13,19,938.0,9.0,6.0,0,0,0,0
11,17,14,17,6,223.0,83.0,0,9,13,19,1353.0,7.0,5.0,1,0,0,0
16,17,11,11,0,112.0,19.0,9,9,11,19,1158.0,6.0,1.0,1,0,0,0
16,17,14,17,9,67.0,198.0,0,0,13,11,1044.0,6.0,11.0,0,0,0,0
10,17,11,17,5,106.0,200.0,0,0,11,19,107.0,2.0,3.0,0,0,0,0
14,11,14,12,0,7.0,216.0,0,3,13,19,1287.0,6.0,3.0,1,1,0,100
14,17,14,11,4,1186.0,18.0,3,9,11,19,1239.0,6.0,4.0,1,0,0,0
11,17,15,17,9,3069.0,105.0,0,0,11,19,853.0,9.0,3.0,0,0,0,0
14,11,14,12,0,25.0,92.0,0,0,11,19,467.0,5.0,4.0,1,0,0,0
14,17,14,17,5,84.0,18.0,8,9,11,19,1270.0,5.0,5.0,0,0,0,0
10,17,14,11,0,2149.0,114.0,9,9,13,11,816.0,2.0,9.0,0,0,0,0
10,17,13,11,2,89.0,79.0,2,4,11,19,127.0,2.0,11.0,0,0,0,0
15,17,13,17,2,2670.0,12.0,0,0,11,19,1384.0,8.0,4.0,0,0,0,0
16,15,11,12,0,2212.0,200.0,9,9,13,19,145.0,7.0,4.0,1,1,0,40
16,15,11,13,0,3106.0,212.0,6,9,11,19,1138.0,7.0,4.0,1,0,0,0
14,17,13,17,9,846.0,220.0,2,0,13,19,1315.0,13.0,3.0,0,0,0,0
16,17,11,17,4,2146.0,157.0,2,2,13,19,177.0,18.0,1.0,0,1,1,20
14,17,13,11,5,129.0,168.0,0,0,11,19,511.0,6.0,3.0,0,0,0,0
10,17,10,17,1,139.0,194.0,0,9,11,19,966.0,7.0,2.0,1,0,0,0
16,17,14,17,4,129.0,6.0,9,9,13,19,225.0,5.0,5.0,0,0,0,0
14,15,13,13,0,30.0,215.0,0,0,11,19,1139.0,2.0,5.0,0,0,0,0
16,17,11,17,5,159.0,62.0,3,0,11,19,1165.0,9.0,7.0,0,0,0,0
16,11,15,13,0,2650.0,11.0,0,0,11,19,1479.0,6.0,2.0,0,0,0,0
15,16,17,16,0,13.0,90.0,2,9,10,19,1129.0,5.0,2.0,1,1,0,100
10,17,14,17,0,116.0,65.0,6,9,13,19,1433.0,7.0,2.0,1,0,0,0
10,11,14,11,2,157.0,3.0,4,7,10,19,43.0,10.0,5.0,0,0,0,0
14,11,14,15,0,64.0,208.0,4,9,13,19,68.0,7.0,5.0,1,0,0,0
10,17,13,17,9,1702.0,172.0,0,0,13,16,694.0,12.0,1.0,0,1,0,100
14,17,13,11,0,50.0,207.0,7,6,10,19,600.0,6.0,2.0,1,0,0,0
16,17,13,17,0,34.0,49.0,7,9,13,19,220.0,9.0,5.0,0,1,0,60
16,17,11,17,4,114.0,190.0,0,0,10,19,611.0,5.0,5.0,1,0,0,0
11,17,14,11,0,0.0,46.0,5,5,13,19,1368.0,17.0,4.0,0,0,0,0
10,17,13,17,0,2203.0,216.0,2,7,13,11,927.0,9.0,5.0,0,0,0,0
16,17,13,17,3,84.0,94.0,0,2,10,19,1431.0,5.0,2.0,1,0,0,0
14,11,10,11,3,16.0,66.0,8,9,13,19,1183.0,16.0,3.0,0,0,0,0
11,17,13,17,9,19.0,96.0,5,8,11,19,1342.0,9.0,3.0,0,0,0,0
14,11,13,15,0,2812.0,209.0,0,5,11,19,968.0,6.0,5.0,1,1,0,100
14,11,13,15,0,139.0,40.0,9,9,10,11,816.0,5.0,5.0,1,0,0,0
14,11,13,15,0,1479.0,208.0,7,9,13,19,49.0,7.0,3.0,1,0,0,0
11,17,15,17,5,156.0,210.0,0,2,11,19,646.0,2.0,6.0,0,1,0,0
10,11,14,11,2,16.0,207.0,9,9,10,19,847.0,5.0,1.0,1,1,0,100
16,17,14,17,0,136.0,118.0,0,9,11,19,1112.0,6.0,3.0,1,0,0,0
16,17,10,17,4,63.0,89.0,5,9,11,19,1197.0,6.0,1.0,1,0,0,0
10,15,11,12,0,13.0,88.0,0,0,11,19,576.0,7.0,3.0,1,0,0,0
11,17,13,17,2,2593.0,116.0,0,0,10,19,892.0,6.0,18.0,0,0,0,0
11,17,13,11,0,1825.0,170.0,5,9,11,19,345.0,6.0,2.0,1,0,0,0
16,11,14,15,0,126.0,149.0,7,9,13,19,214.0,11.0,4.0,0,0,0,0
15,16,17,16,0,137.0,156.0,0,2,11,19,1387.0,5.0,2.0,0,0,0,0
14,17,15,11,0,21.0,217.0,0,8,11,19,794.0,7.0,3.0,1,0,0,0
14,17,14,17,7,83.0,98.0,2,2,13,19,1250.0,5.0,5.0,0,0,0,0
14,17,14,17,0,104.0,217.0,2,2,14,19,369.0,10.0,4.0,0,0,0,0
11,17,13,11,3,55.0,146.0,8,0,13,19,1383.0,6.0,3.0,0,0,0,0
14,17,14,11,0,1573.0,175.0,0,9,13,19,766.0,7.0,2.0,1,0,0,0
14,11,13,11,3,44.0,58.0,1,9,11,19,815.0,5.0,1.0,1,0,0,0
10,17,10,11,4,3.0,89.0,0,0,11,19,943.0,6.0,4.0,0,0,0,0
10,11,14,15,0,6.0,19.0,5,5,13,19,1445.0,7.0,4.0,0,0,0,0
10,17,13,17,5,109.0,95.0,2,9,11,19,935.0,5.0,5.0,1,0,0,0
14,17,13,17,4,89.0,13.0,0,0,11,19,554.0,16.0,3.0,0,0,0,0
11,11,13,15,2,2860.0,118.0,0,4,13,19,700.0,10.0,2.0,0,0,0,0
11,17,13,17,3,150.0,216.0,0,5,11,19,1354.0,9.0,3.0,0,1,0,100
14,17,14,17,5,942.0,175.0,0,2,13,19,567.0,14.0,5.0,0,1,0,80
14,11,14,11,0,7.0,219.0,0,0,10,11,666.0,3.0,2.0,0,0,0,0
11,11,14,12,0,3147.0,172.0,0,9,13,19,855.0,7.0,2.0,1,0,0,0
10,17,13,17,4,112.0,134.0,4,9,13,19,954.0,7.0,4.0,1,0,0,0
14,17,14,11,6,104.0,88.0,9,9,13,19,854.0,17.0,5.0,0,0,0,0
14,17,13,17,9,114.0,80.0,0,0,10,19,839.0,5.0,4.0,1,1,0,40
14,17,14,17,2,144.0,214.0,0,0,11,19,587.0,6.0,5.0,0,0,0,0
16,11,10,13,0,102.0,178.0,3,3,11,19,1221.0,4.0,2.0,0,0,0,0
11,17,13,17,5,59.0,187.0,0,0,13,19,1410.0,2.0,1.0,0,0,0,0
11,11,14,15,2,86.0,60.0,4,2,13,19,670.0,15.0,2.0,0,0,0,0
10,17,10,17,7,33.0,171.0,5,9,13,19,175.0,8.0,1.0,0,0,0,0
11,17,13,17,4,94.0,131.0,0,0,13,19,375.0,10.0,5.0,0,0,0,0
14,17,14,15,0,1.0,46.0,3,2,11,19,1264.0,6.0,5.0,0,0,0,0
10,17,10,11,0,3052.0,173.0,9,9,11,20,702.0,7.0,2.0,0,0,0,0
10,11,15,11,2,53.0,189.0,0,1,12,16,873.0,1.0,2.0,0,0,0,0
16,17,13,17,6,923.0,178.0,0,0,11,19,1071.0,7.0,11.0,0,0,0,0
10,17,14,17,9,1549.0,208.0,3,9,13,19,112.0,18.0,2.0,0,0,0,0
14,17,13,11,0,54.0,213.0,0,0,11,19,864.0,13.0,2.0,0,0,0,0
15,16,15,16,0,99.0,169.0,0,7,10,19,1374.0,6.0,2.0,1,0,0,0
10,17,13,17,2,1919.0,101.0,8,9,11,19,1448.0,17.0,3.0,0,0,0,0
16,12,15,10,0,26.0,79.0,0,3,11,19,1025.0,5.0,1.0,1,0,0,0
14,17,13,17,9,156.0,61.0,8,9,11,19,487.0,16.0,3.0,0,0,0,0
10,17,13,11,0,46.0,40.0,2,9,11,19,1425.0,16.0,3.0,0,0,0,0
11,17,15,17,4,700.0,110.0,0,0,11,19,326.0,9.0,3.0,0,0,0,0
14,17,14,17,5,884.0,169.0,0,2,13,19,549.0,7.0,1.0,1,0,0,0
10,17,13,17,6,47.0,13.0,0,3,13,19,758.0,12.0,15.0,0,0,0,0
15,16,17,16,0,76.0,90.0,0,4,10,19,1013.0,6.0,4.0,1,1,0,100
10,12,13,10,0,2269.0,20.0,0,0,10,19,1433.0,11.0,1.0,0,0,0,0
14,16,13,16,0,8.0,85.0,0,6,11,19,599.0,7.0,3.0,1,0,0,0
14,17,13,17,6,29.0,92.0,0,0,13,11,785.0,2.0,8.0,0,0,0,0
14,17,14,17,8,83.0,171.0,3,2,11,19,493.0,6.0,3.0,0,0,0,0
14,17,14,17,0,11.0,84.0,0,8,11,19,29.0,5.0,1.0,1,0,0,0
16,11,11,13,0,64.0,59.0,0,0,13,19,222.0,19.0,1.0,0,0,0,0
10,15,10,10,0,52.0,138.0,9,9,13,19,947.0,7.0,4.0,1,0,0,0
11,17,14,17,5,66.0,47.0,0,5,13,2,855.0,7.0,5.0,1,0,0,0
15,16,16,16,0,16.0,138.0,0,9,13,19,1092.0,6.0,1.0,1,0,0,0
15,16,15,16,0,145.0,107.0,4,9,10,19,990.0,6.0,3.0,1,0,0,0
10,15,13,15,0,76.0,166.0,0,5,10,19,938.0,6.0,2.0,1,0,0,0
10,11,13,15,0,134.0,61.0,1,0,13,19,926.0,9.0,2.0,0,0,0,0
11,17,14,15,0,156.0,115.0,0,0,11,19,1406.0,5.0,2.0,0,0,0,0
14,17,14,17,2,2604.0,165.0,0,8,13,19,596.0,6.0,3.0,1,0,0,0
