u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,cillabel,pro
10.0,11.0,13.0,11.0,0.0,0.0,78.0,0.0,0.0,13.0,1.0,336.55413081347706,1.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,11.0,0.0,0.0,98.0,4.0,0.0,13.0,19.0,1243.0,17.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,15.0,11.0,3.0,0.0,78.0,4.0,9.0,11.0,19.0,335.0,6.0,2.0,0.0,0.0,0.0,0.0
16.0,10.0,17.0,17.0,9.0,0.0,0.0,0.0,9.0,10.0,20.0,14.0,27.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,14.0,15.0,0.0,0.0,8.988509739409315,0.0,8.0,11.0,19.0,1403.0,8.0,9.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,8.0,0.0,112.0,0.0,2.0,13.0,19.0,1050.1412395119257,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,11.0,0.0,1598.7576781708945,152.76532727971812,1.0,6.0,13.0,19.0,1479.6551695262233,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,2.0,2382.7406171313164,102.37851494819058,0.0,0.0,13.0,19.0,1348.0,1.0,51.723507252909315,0.0,0.0,0.0,0.0
14.0,17.0,15.0,15.0,0.0,879.0,98.0,0.0,9.0,11.0,19.0,1185.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,14.0,15.0,0.0,2859.0,183.33330264188967,4.0,4.0,13.0,19.0,1481.0,6.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,4.0,0.0,157.0,0.0,4.0,13.0,19.0,1086.7537044160085,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,9.0,0.0,55.295933955606436,0.0,9.0,11.0,1.0,784.0,11.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,11.0,0.0,2388.0,17.0,9.0,9.0,13.0,19.0,1439.7233609926152,7.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,12.0,0.0,0.0,40.90326287598615,0.0,0.0,13.0,19.0,1403.0,11.0,6.0,0.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,4.0,1728.0,206.0,0.0,9.0,13.0,19.0,1136.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,2.0,2535.181444349196,130.6320782512288,0.0,9.0,13.0,19.0,841.1573687626608,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,9.0,0.0,220.0,0.0,0.0,11.0,19.0,945.0,7.0,11.719411601049625,0.0,0.0,0.0,0.0
14.0,15.0,14.0,10.0,0.0,879.0,98.0,0.0,4.0,11.0,19.0,1086.0,6.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,0.0,0.0,0.0,0.0,2.0,11.0,19.0,1193.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,12.0,0.0,0.0,17.0,4.0,5.0,13.0,19.0,591.0987092351065,7.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,0.0,10.0,0.0,0.0,11.0,19.0,565.0,17.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,5.0,0.0,137.27287746001258,9.0,9.0,11.0,1.0,1474.0,6.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,5.0,2158.0,98.0,2.0,9.0,11.0,19.0,1424.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,14.0,0.0,0.0,218.76572624886427,0.0,1.0,13.0,19.0,73.0,1.0,2.0,0.0,0.0,0.0,0.0
16.0,17.0,14.0,11.0,2.0,0.0,151.41715861966455,6.0,9.0,13.0,19.0,1363.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,2.0,0.0,173.0,5.0,7.0,13.0,19.0,487.0,10.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,16.0,0.0,2268.9850791424997,125.6830166710623,3.0,9.0,11.0,19.0,1440.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,0.0,2158.0,113.70274744680071,3.0,9.0,11.0,19.0,506.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,17.0,10.0,0.0,0.0,220.0,0.0,0.0,10.0,19.0,641.7833570287484,27.0,1.0,1.0,0.0,0.0,0.0
16.0,15.0,10.0,15.0,3.0,0.0,199.0,0.0,0.0,13.0,13.0,25.245281923520068,7.0,7.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,0.0,0.0,98.0,0.0,6.0,11.0,19.0,1348.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,15.0,15.0,15.0,0.0,0.0,114.0,2.0,9.0,10.0,19.0,369.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,16.0,15.0,15.0,0.0,879.0,154.38328862903342,0.0,2.0,11.0,6.0,990.0,2.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,2.0,0.0,219.0,2.0,0.0,13.0,19.0,210.8826631965085,6.0,3.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,4.0,0.0,216.0,1.0,9.0,13.0,19.0,506.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,11.0,14.0,15.0,0.0,762.242434372655,219.0,0.0,9.0,13.0,19.0,1432.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,3.0,0.0,50.0,3.0,4.0,11.0,19.0,1185.0,10.0,5.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,2.0,0.0,44.0,7.0,9.0,11.0,19.0,331.9229332720469,15.0,3.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,9.0,0.0,216.0,0.0,0.0,11.0,19.0,74.75485886643159,6.0,4.0,0.0,0.0,0.0,0.0
14.0,13.0,15.0,16.0,0.0,0.0,66.0,4.0,1.0,13.0,19.0,822.0,7.0,4.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,11.0,0.0,0.0,98.0,5.0,9.0,10.0,19.0,1185.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,3.0,0.0,199.0,0.0,0.0,11.0,16.0,778.0,7.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,14.0,11.0,5.0,2859.0,205.86677914196045,0.0,0.0,13.0,19.0,1185.0,5.0,9.838440067491225,0.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,0.0,0.0,98.0,2.0,6.0,13.0,19.0,1185.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,13.0,15.0,0.0,0.0,168.0,0.0,9.0,11.0,19.0,518.5313295574608,6.0,1.0,1.0,0.0,0.0,0.0
14.0,11.0,13.0,16.0,0.0,2658.0,175.92992805999,0.0,0.0,11.0,19.0,778.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,4.0,0.0,94.0,6.0,9.0,11.0,19.0,327.0,9.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,5.0,2006.1419987278023,169.0,0.0,0.0,13.0,19.0,934.0,7.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,6.0,0.0,98.0,6.0,4.0,10.0,3.0,1277.0,1.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,6.0,0.0,62.0,0.0,1.0,13.0,19.0,1290.328953374197,12.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,0.0,0.0,206.2847563746477,1.0,9.0,10.0,19.0,620.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,11.0,0.0,0.0,78.0,0.0,0.0,11.0,19.0,382.6053653622344,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,6.0,0.0,219.0,0.0,0.0,13.0,19.0,948.791951954841,6.0,3.0,0.0,1.0,0.0,100.0
16.0,17.0,13.0,12.0,0.0,0.0,17.0,5.0,9.0,10.0,19.0,1361.6512042766367,6.0,1.0,1.0,0.0,0.0,0.0
14.0,15.0,14.0,15.0,0.0,0.0,147.0,4.0,9.0,11.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,7.0,2399.4541953570456,98.0,4.0,8.0,13.0,19.0,487.0,18.0,1.0,0.0,1.0,0.0,0.0
14.0,11.0,14.0,13.0,0.0,0.0,65.0,0.0,2.0,11.0,19.0,1333.2124368388427,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,6.0,0.0,84.77142049097476,0.0,0.0,10.0,19.0,515.3573871698179,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,11.0,0.0,2018.0,199.0,0.0,9.0,11.0,19.0,927.0,5.0,5.040683074842501,0.0,1.0,0.0,100.0
16.0,15.0,14.0,13.0,0.0,2859.0,194.0,7.0,9.0,13.0,19.0,841.0,15.0,1.0,0.0,0.0,0.0,0.0
10.0,11.0,10.0,11.0,0.0,0.0,78.0,3.0,9.0,11.0,19.0,709.0027390160659,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,11.0,2.0,0.0,219.0,0.0,0.0,13.0,19.0,73.0,11.0,1.0,0.0,0.0,0.0,0.0
14.0,15.0,14.0,15.0,0.0,0.0,80.0,5.0,9.0,10.0,19.0,1377.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,16.0,0.0,0.0,17.0,0.0,9.0,10.0,19.0,565.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,11.0,15.0,15.0,2.0,0.0,98.0,1.0,7.0,13.0,19.0,1069.1606591384514,6.0,5.0,0.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,4.0,0.0,220.0,0.0,0.0,13.0,19.0,554.8352931290513,16.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,15.0,17.0,2.0,3139.0,112.0,5.0,9.0,11.0,19.0,822.0,18.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,10.0,0.0,0.0,44.0,9.0,9.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,17.0,17.0,9.0,3187.0,220.0,0.0,0.0,14.0,19.0,1482.0,1.0,22.4711263049438,0.0,1.0,0.0,100.0
16.0,17.0,13.0,17.0,0.0,0.0,215.89505843895284,7.0,9.0,11.0,19.0,1391.0,12.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,10.0,11.0,2.0,0.0,80.0,0.0,0.0,13.0,19.0,196.0,7.0,1.0,1.0,1.0,0.0,100.0
14.0,17.0,15.0,17.0,6.0,0.0,168.0,0.0,8.0,10.0,19.0,1424.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,4.0,0.0,199.0,0.0,0.0,11.0,7.0,640.0,6.0,4.0,0.0,0.0,0.0,0.0
14.0,11.0,14.0,15.0,0.0,0.0,49.87919649497845,9.0,1.0,13.0,19.0,1363.0,5.0,4.0,0.0,0.0,0.0,0.0
16.0,10.0,17.0,17.0,9.0,0.0,0.0,0.0,9.0,10.0,20.0,14.0,27.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,11.0,2.0,0.0,198.49717712725345,0.0,9.0,11.0,19.0,822.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,3.0,0.0,86.0,0.0,0.0,12.0,19.0,685.0,7.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,12.0,17.0,6.0,0.0,15.589347776116957,0.0,6.0,11.0,19.0,369.0,2.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,4.0,0.0,66.015060416629,6.0,9.0,11.0,19.0,640.0,6.0,1.0,1.0,0.0,0.0,0.0
13.0,17.0,14.0,17.0,9.0,0.0,78.0,5.0,2.0,13.0,19.0,1361.0,7.0,2.0,0.0,0.0,0.0,0.0
10.0,15.0,14.0,15.0,0.0,0.0,79.0,0.0,0.0,13.0,19.0,487.0,1.0,17.788953736705146,0.0,0.0,0.0,0.0
14.0,11.0,14.0,13.0,0.0,0.0,74.0,7.0,7.0,11.0,19.0,14.0,11.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,4.0,0.0,157.0,0.0,9.0,11.0,19.0,1185.0,12.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,15.0,11.0,0.0,2514.6110453080205,219.0,2.0,6.0,11.0,19.0,506.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,7.0,0.0,17.0,4.0,2.0,11.0,19.0,1348.0,15.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,7.0,0.0,51.8071895754737,0.0,0.0,13.0,19.0,470.2502106935389,5.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,4.0,0.0,112.0,6.0,8.0,13.0,19.0,320.0,11.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,5.0,1841.0,168.0,0.0,0.0,11.0,19.0,14.968227895072893,17.0,1.0,0.0,0.0,0.0,0.0
11.0,17.0,15.0,17.0,4.0,1718.0,99.70212276897745,2.0,2.0,11.0,19.0,620.0,6.0,2.0,0.0,0.0,0.0,0.0
14.0,16.0,15.0,15.0,0.0,1185.1282871764229,10.0,0.0,0.0,13.0,19.0,1089.0,5.0,13.05023751626771,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,0.0,0.0,63.0,6.0,5.0,11.0,19.0,998.0,13.0,1.0,0.0,1.0,0.0,0.0
15.0,17.0,14.0,17.0,4.0,0.0,142.59461570645968,0.0,3.0,11.0,19.0,1377.0,1.0,5.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,5.0,0.0,191.63378150292118,5.0,9.0,12.0,19.0,1347.0,11.0,1.0,0.0,1.0,0.0,100.0
16.0,17.0,14.0,11.0,5.0,1409.6686467265727,143.0,4.0,6.0,11.0,19.0,73.0,7.0,5.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,14.0,0.0,0.0,139.43619808032494,0.0,3.0,13.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,14.0,17.0,4.0,2609.5549989640226,173.0,4.0,4.0,13.0,19.0,928.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,13.0,0.0,0.0,17.0,0.0,3.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,11.0,2.0,0.0,98.0,0.0,0.0,13.0,2.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,9.0,0.0,218.0,0.0,3.0,11.0,19.0,1243.0,2.0,7.0,0.0,0.0,0.0,0.0
15.0,14.0,15.0,16.0,0.0,0.0,199.0,0.0,9.0,10.0,19.0,978.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,15.0,0.0,0.0,98.0,4.0,9.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,15.0,13.0,10.0,0.0,0.0,108.14909445831987,2.0,6.0,11.0,19.0,864.7869928173027,6.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,14.0,10.0,0.0,0.0,199.0,9.0,9.0,11.0,19.0,1481.0,6.0,1.0,0.0,0.0,0.0,0.0
14.0,15.0,16.0,15.0,0.0,0.0,10.0,0.0,4.0,11.0,19.0,1344.41890234933,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,6.0,0.0,78.0,0.0,5.0,13.0,19.0,739.0,7.0,1.0,0.0,0.0,0.0,0.0
14.0,15.0,14.0,15.0,0.0,0.0,98.0,0.0,8.0,11.0,19.0,1403.0,9.0,3.0,0.0,0.0,0.0,0.0
14.0,17.0,15.0,17.0,5.0,0.0,152.0,1.0,9.0,10.0,19.0,784.0,6.0,1.0,1.0,1.0,0.0,0.0
11.0,17.0,15.0,17.0,3.0,0.0,56.051934073836954,0.0,9.0,11.0,19.0,1122.7608154242916,7.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,5.0,0.0,53.59174640729579,6.0,0.0,13.0,19.0,572.8464773126949,6.0,4.0,0.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,9.0,0.0,71.85907718376731,0.0,0.0,11.0,19.0,1403.0,6.0,5.053773256895967,0.0,0.0,0.0,0.0
15.0,16.0,16.0,16.0,0.0,1409.6775849319802,170.56477816156263,4.0,7.0,13.0,19.0,24.780905640736076,6.0,4.0,0.0,0.0,0.0,0.0
10.0,16.0,10.0,15.0,0.0,3139.0,173.0,5.0,9.0,13.0,19.0,1437.4613916238116,7.0,1.0,1.0,0.0,0.0,0.0
14.0,11.0,14.0,11.0,0.0,0.0,207.03816739243283,1.0,3.0,11.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,12.0,17.0,9.0,0.0,36.08259003274936,0.0,0.0,13.0,1.0,335.0,7.0,7.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,5.0,1841.0,199.0,1.0,4.0,13.0,19.0,842.0,16.0,1.0,0.0,0.0,0.0,0.0
14.0,11.0,14.0,14.0,0.0,0.0,157.0,0.0,8.0,13.0,19.0,14.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,16.0,17.0,9.0,3187.0,220.0,0.0,0.0,14.0,19.0,1482.981143671864,1.0,22.293386942563746,0.0,0.0,0.0,0.0
10.0,11.0,14.0,11.0,3.0,0.0,168.0,3.0,9.0,11.0,19.0,506.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,17.0,17.0,9.0,3187.0,220.0,0.0,9.0,14.0,1.0,1483.0,1.0,85.0,0.0,1.0,1.0,100.0
14.0,16.0,16.0,16.0,0.0,0.0,17.0,9.0,9.0,11.0,19.0,1474.0,7.0,4.0,0.0,0.0,0.0,0.0
16.0,17.0,14.0,11.0,0.0,855.6192500914701,100.0,0.0,7.0,13.0,19.0,1193.0,7.0,3.0,0.0,1.0,0.0,100.0
14.0,17.0,14.0,11.0,0.0,0.0,216.0,0.0,9.0,11.0,19.0,506.0,6.0,1.0,1.0,1.0,0.0,100.0
16.0,17.0,14.0,17.0,3.0,0.0,20.0,9.0,9.0,13.0,19.0,152.3330536094249,11.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,0.0,0.0,58.0,0.0,0.0,11.0,19.0,1403.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,15.0,14.0,15.0,0.0,0.0,128.4214206992167,9.0,9.0,13.0,19.0,1363.0,4.0,5.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,2.0,0.0,168.0,9.0,9.0,11.0,19.0,927.8328661876484,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,9.0,0.0,50.61113933720402,4.0,4.0,13.0,19.0,286.71314275783675,3.0,4.706383337757631,0.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,9.0,0.0,199.0,0.0,0.0,11.0,1.0,220.0,12.0,1.0,0.0,0.0,0.0,0.0
16.0,10.0,17.0,17.0,9.0,0.0,0.0,0.0,9.0,10.0,20.0,14.0,27.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,13.0,10.0,0.0,0.0,105.14672004557004,9.0,9.0,10.0,19.0,1185.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,10.0,17.0,9.0,0.0,39.0,0.0,0.0,11.0,19.0,335.0,2.0,9.0,0.0,0.0,0.0,0.0
16.0,10.0,17.0,17.0,9.0,0.0,0.0,0.0,9.0,10.0,20.0,14.0,27.0,1.0,1.0,0.0,0.0,0.0
11.0,17.0,13.0,17.0,6.0,0.0,17.0,7.0,6.0,13.0,19.0,26.0,16.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,17.0,3.0,1514.4806701893801,125.5077322112017,0.0,0.0,13.0,19.0,1088.9064678289217,6.0,2.0,0.0,0.0,0.0,0.0
14.0,11.0,14.0,11.0,0.0,0.0,98.0,0.0,4.0,13.0,19.0,1300.0,10.0,1.0,0.0,0.0,0.0,0.0
10.0,11.0,14.0,11.0,0.0,0.0,109.0,2.0,9.0,11.0,19.0,619.5741375982936,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,14.0,11.0,0.0,0.0,78.0,9.0,9.0,13.0,19.0,1403.0,6.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,11.0,0.0,2859.0,168.0,0.0,5.0,13.0,19.0,591.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,0.0,0.0,17.0,9.0,9.0,13.0,19.0,220.0,15.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,5.0,0.0,112.0,0.0,7.0,13.0,19.0,512.1609733277445,7.0,1.0,1.0,0.0,0.0,0.0
14.0,15.0,14.0,12.0,0.0,1262.5324102522459,98.0,0.0,0.0,10.0,19.0,219.56346025252014,7.0,1.0,1.0,0.0,0.0,0.0
16.0,10.0,17.0,17.0,9.0,0.0,0.0,0.0,9.0,10.0,20.0,14.0,27.0,1.0,1.0,0.0,0.0,0.0
16.0,11.0,13.0,13.0,0.0,0.0,98.0,5.0,6.0,11.0,19.0,842.0420347259364,19.0,1.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,11.0,0.0,0.0,65.54655598368835,0.0,3.0,11.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,14.0,17.0,9.0,2658.0,50.0,0.0,0.0,13.0,19.0,842.0,11.0,4.0,0.0,1.0,0.0,0.0
14.0,17.0,13.0,11.0,3.0,0.0,78.0,0.0,5.0,11.0,19.0,841.0,6.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,10.0,17.0,7.0,512.5323352316535,104.70231103467117,5.0,9.0,13.0,19.0,1087.503581514507,6.0,2.0,0.0,0.0,0.0,0.0
14.0,11.0,15.0,10.0,0.0,0.0,25.0,0.0,9.0,11.0,19.0,822.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,10.0,17.0,10.0,9.0,3187.0,0.0,9.0,9.0,14.0,1.0,1483.0,27.0,85.0,1.0,1.0,1.0,100.0
14.0,17.0,13.0,13.0,0.0,879.0,98.0,3.0,9.0,10.0,19.0,1193.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,11.0,14.0,13.0,0.0,1222.9306339962745,62.75417656884283,2.0,5.0,13.0,19.0,620.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,17.0,17.0,10.0,0.0,0.0,220.0,0.0,0.0,10.0,19.0,211.0,27.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,14.0,17.0,4.0,0.0,219.0,0.0,0.0,11.0,19.0,1405.3667186020054,9.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,11.0,10.0,0.0,0.0,168.0,9.0,3.0,11.0,19.0,1185.0,7.0,1.0,0.0,0.0,0.0,0.0
14.0,17.0,10.0,11.0,2.0,0.0,65.0,9.0,9.0,13.0,19.0,1185.0,7.0,4.0,0.0,0.0,0.0,0.0
14.0,11.0,10.0,11.0,0.0,2515.8449877919675,78.0,0.0,0.0,13.0,19.0,1403.0,7.0,1.0,1.0,0.0,0.0,0.0
16.0,12.0,14.0,12.0,0.0,0.0,168.0,9.0,9.0,10.0,19.0,1403.0,6.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,10.0,17.0,7.0,0.0,168.0,0.0,0.0,11.0,19.0,564.8652314907389,6.0,5.0,0.0,0.0,0.0,0.0
10.0,17.0,14.0,11.0,0.0,562.7094943515339,199.0,0.0,2.0,13.0,19.0,928.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,14.0,17.0,0.0,0.0,86.0,4.0,6.0,13.0,19.0,25.0,7.0,1.0,1.0,0.0,0.0,0.0
14.0,11.0,13.0,15.0,0.0,1003.747528829146,21.0,0.0,0.0,11.0,19.0,1185.0,6.0,2.0,0.0,0.0,0.0,0.0
14.0,17.0,13.0,17.0,5.0,2704.527479367358,140.0,9.0,9.0,11.0,19.0,506.0,11.0,1.0,0.0,0.0,0.0,0.0
16.0,17.0,13.0,17.0,4.0,1303.560284858336,98.0,0.0,6.0,11.0,19.0,923.4737341109058,17.0,1.0,0.0,0.0,0.0,0.0
14.0,11.0,14.0,10.0,0.0,1728.0,216.0,0.0,7.0,13.0,19.0,1097.0,7.0,1.0,1.0,0.0,0.0,0.0
10.0,17.0,17.0,17.0,9.0,3187.0,220.0,0.0,9.0,14.0,19.0,1483.0,1.0,85.0,0.0,1.0,1.0,100.0
15.0,15.0,17.0,15.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,36.36160714473372,6.0,1.0,1.0,0.0,0.0,0.0
14.0,17.0,13.0,11.0,2.0,2018.0,98.0,7.0,5.0,11.0,19.0,1363.0,7.0,2.0,0.0,0.0,0.0,0.0
10.0,17.0,13.0,17.0,9.0,1674.0,112.0,0.0,0.0,13.0,20.0,1481.0,1.0,3.0,0.0,0.0,0.0,0.0
